DMU,投入_资本,投入_劳动,投入_能源,产出_营收,非期望_SO2,非期望_废水,非期望_烟尘
688328_2024,0.001,0.001,0.001,509085298.12,6.8540055741353365,50908.529812,1018.17059624
688329_2020,0.001,0.001,0.001,309979146.84,60.1265057765794,30997.914683999996,619.9582936799999
688329_2021,0.001,0.001,0.001,389321010.94,22.480622429032593,38932.101094,778.64202188
688329_2022,0.001,0.001,0.001,477351671.87,28.993621289956018,47735.167187,954.70334374
688329_2023,0.001,0.001,0.001,363551492.36,10.054262503416753,36355.149236000005,727.1029847200001
688329_2024,0.001,0.001,0.001,325288378.77,10.354524563055024,32528.837876999998,650.57675754
688330_2020,0.001,0.001,0.001,908519852.29,3.0164951784740834,90851.985229,1817.03970458
688330_2021,0.001,0.001,0.001,1132060845.57,2.1675077013705897,113206.084557,2264.12169114
688330_2022,0.001,0.001,0.001,1071502454.49,686.5780021834062,107150.245449,2143.00490898
688330_2023,0.001,0.001,0.001,985455189.59,2.197023135772963,98545.51895900001,1970.9103791800003
688330_2024,0.001,0.001,0.001,978709710.51,686.5780021834062,97870.971051,1957.41942102
688331_2022,0.001,0.001,0.001,772108903.09,46.3460630448069,77210.89030900001,1544.2178061800003
688331_2023,0.001,0.001,0.001,1082953432.23,45.254203166005375,108295.343223,2165.90686446
688331_2024,0.001,0.001,0.001,1716861688.03,74.99225963192434,171686.168803,3433.72337606
688332_2022,0.001,0.001,0.001,1079901028.14,20.16987960008602,107990.10281400001,2159.80205628
688332_2023,0.001,0.001,0.001,1446887369.01,22.370289073208173,144688.736901,2893.77473802
688332_2024,0.001,0.001,0.001,1819033979.78,24.490334101172305,181903.397978,3638.06795956
688333_2019,0.001,0.001,0.001,321742830.46,305.82477443753635,32174.283045999997,643.48566092
688333_2020,0.001,0.001,0.001,412168053.84,26.695732319065065,41216.805384,824.33610768
688333_2021,0.001,0.001,0.001,551993023.07,128.8438254036735,55199.302307000005,1103.98604614
688333_2022,0.001,0.001,0.001,918078592.81,102.28201166467714,91807.859281,1836.15718562
688333_2023,0.001,0.001,0.001,1152447774.07,135.87963026610296,115244.77740699999,2304.89554814
688333_2024,0.001,0.001,0.001,1325570668.71,260.16772773934986,132557.06687100002,2651.1413374200006
688335_2020,0.001,0.001,0.001,375761413.32,1.2476144452753017,37576.141332,751.52282664
688335_2021,0.001,0.001,0.001,313027971.7,0.599341053141486,31302.797169999998,626.0559433999999
688335_2022,0.001,0.001,0.001,789472651.85,686.5780021834062,78947.265185,1578.9453037
688335_2023,0.001,0.001,0.001,576082325.34,1.284346777257776,57608.232534,1152.16465068
688335_2024,0.001,0.001,0.001,186896126.99,686.5780021834062,18689.612699,373.79225398000005
688336_2020,0.001,0.001,0.001,655005781.56,2.1747700691054415,65500.578155999996,1310.01156312
688336_2021,0.001,0.001,0.001,928806948.32,1.7783462977702915,92880.69483200001,1857.6138966400001
688336_2022,0.001,0.001,0.001,825491803.9,686.5780021834062,82549.18039,1650.9836077999998
688336_2023,0.001,0.001,0.001,1014034300.0,2.2607388353135005,101403.43,2028.0685999999998
688336_2024,0.001,0.001,0.001,1193568300.0,686.5780021834062,119356.83,2387.1366000000003
688337_2022,0.001,0.001,0.001,630571047.37,38.29993529138762,63057.104737,1261.14209474
688337_2023,0.001,0.001,0.001,670537671.32,18.544172992158046,67053.76713200001,1341.0753426400001
688337_2024,0.001,0.001,0.001,775826184.32,24.69596765976927,77582.618432,1551.65236864
688338_2020,0.001,0.001,0.001,222398393.41,0.16543657209700352,22239.839341,444.79678681999997
688338_2021,0.001,0.001,0.001,239915362.66,0.12579184416666403,23991.536266,479.83072532
688338_2022,0.001,0.001,0.001,228812929.63,0.11858216127734328,22881.292963,457.62585926
688338_2023,0.001,0.001,0.001,275486908.66,0.11541536982756384,27548.690866,550.9738173200001
688338_2024,0.001,0.001,0.001,305870242.02,0.1419488972003923,30587.024201999997,611.74048404
688339_2020,0.001,0.001,0.001,572292866.35,0.4257142715503782,57229.286635000004,1144.5857327
688339_2021,0.001,0.001,0.001,629368760.53,0.3299891102019696,62936.876053,1258.73752106
688339_2022,0.001,0.001,0.001,738116580.2,0.38252846767135507,73811.65802,1476.2331604
688339_2023,0.001,0.001,0.001,800701885.77,0.3354544312732726,80070.188577,1601.40377154
688339_2024,0.001,0.001,0.001,366671355.92,0.17016560442128018,36667.135592,733.34271184
688345_2021,0.001,0.001,0.001,2216819092.84,58.61050086640224,221681.90928400002,4433.638185680001
688345_2022,0.001,0.001,0.001,2300869859.79,42.97455677708148,230086.985979,4601.7397195799995
688345_2023,0.001,0.001,0.001,2234529429.09,34.54800307333988,223452.942909,4469.05885818
688345_2024,0.001,0.001,0.001,1843992479.32,24.826359705527686,184399.247932,3687.98495864
688347_2023,0.001,0.001,0.001,16231874037.72,686.5780021834062,1623187.403772,32463.748075440002
688347_2024,0.001,0.001,0.001,14388307712.89,686.5780021834062,1438830.771289,28776.61542578
688348_2022,0.001,0.001,0.001,1338391563.25,30.842123492857255,133839.156325,2676.7831265
688348_2023,0.001,0.001,0.001,1420140007.41,18.023743222389104,142014.000741,2840.28001482
688348_2024,0.001,0.001,0.001,1770955412.33,26.536644170401654,177095.541233,3541.91082466
688349_2022,0.001,0.001,0.001,12324586839.68,6.3872096155703435,1232458.683968,24649.173679360003
688349_2023,0.001,0.001,0.001,14938880000.0,6.258650795408713,1493888.0,29877.760000000002
688349_2024,0.001,0.001,0.001,17791660000.0,8.256790525569324,1779166.0,35583.32
688350_2020,0.001,0.001,0.001,1134782996.12,220.1133110627967,113478.29961199999,2269.56599224
688350_2021,0.001,0.001,0.001,1452319318.41,83.8614955939197,145231.931841,2904.63863682
688350_2022,0.001,0.001,0.001,1696761789.38,103.05875445629418,169676.178938,3393.52357876
688350_2023,0.001,0.001,0.001,1640089571.92,45.35778681076432,164008.957192,3280.17914384
688350_2024,0.001,0.001,0.001,1565594552.2,49.8357405445531,156559.45522,3131.1891044000004
688351_2022,0.001,0.001,0.001,260324959.49,686.5780021834062,26032.495949,520.64991898
688351_2023,0.001,0.001,0.001,329194871.27,0.7339235269123712,32919.487127,658.38974254
688351_2024,0.001,0.001,0.001,413166794.49,686.5780021834062,41316.679449,826.3335889800001
688352_2023,0.001,0.001,0.001,1629340035.5,79.45693879205514,162934.00355,3258.6800709999998
688352_2024,0.001,0.001,0.001,1959375628.33,132.9544836847103,195937.562833,3918.7512566600003
688353_2022,0.001,0.001,0.001,861970904.29,52.35481393422523,86197.09042899999,1723.9418085799998
688353_2023,0.001,0.001,0.001,525031402.36,14.520098673222407,52503.140236,1050.06280472
688353_2024,0.001,0.001,0.001,504899353.12,16.07187066909686,50489.935312,1009.79870624
688355_2021,0.001,0.001,0.001,713788813.56,41.21641617277749,71378.881356,1427.57762712
688355_2022,0.001,0.001,0.001,612664506.19,37.21231896116283,61266.450619,1225.32901238
688355_2023,0.001,0.001,0.001,533483048.07,14.75383465379176,53348.304807,1066.96609614
688355_2024,0.001,0.001,0.001,631484178.63,20.101297388887847,63148.417863,1262.9683572600002
688356_2020,0.001,0.001,0.001,186622625.68,0.13882387815330857,18662.262568000002,373.24525136000005
688356_2021,0.001,0.001,0.001,351190577.05,0.18413539613001126,35119.057705,702.3811541
688356_2022,0.001,0.001,0.001,407204018.62,0.21103323438435684,40720.401862,814.40803724
688356_2023,0.001,0.001,0.001,292118400.9,0.12238314131623698,29211.840089999998,584.2368018
688356_2024,0.001,0.001,0.001,227096825.17,0.10539156629850892,22709.682516999997,454.19365034
688357_2019,0.001,0.001,0.001,405971995.48,102.59498128654575,40597.199548000004,811.9439909600001
688357_2020,0.001,0.001,0.001,451549981.64,113.46006844124113,45154.998164,903.09996328
688357_2021,0.001,0.001,0.001,877645727.41,93.49154966576295,87764.572741,1755.29145482
688357_2022,0.001,0.001,0.001,853786990.51,93.63313567028432,85378.699051,1707.57398102
688357_2023,0.001,0.001,0.001,972241588.49,84.78131734868843,97224.158849,1944.48317698
688357_2024,0.001,0.001,0.001,778749667.41,76.55370746709427,77874.966741,1557.49933482
688358_2019,0.001,0.001,0.001,369755664.61,79.58457322445702,36975.566461,739.5113292200001
688358_2020,0.001,0.001,0.001,333092749.95,64.60984023658523,33309.274995,666.1854999
688358_2021,0.001,0.001,0.001,397811875.09,22.970911690820664,39781.187508999996,795.6237501799999
688358_2022,0.001,0.001,0.001,380843344.13,23.13185087893178,38084.334413,761.68668826
688358_2023,0.001,0.001,0.001,483841135.63,13.380953977100292,48384.113563,967.68227126
688358_2024,0.001,0.001,0.001,468697167.84,14.919488840592999,46869.716784,937.3943356799999
688359_2021,0.001,0.001,0.001,375651261.18,9.931847231002074,37565.126118,751.30252236
688359_2022,0.001,0.001,0.001,364624470.89,6.810283058775761,36462.447089,729.24894178
688359_2023,0.001,0.001,0.001,497407408.74,7.690403385221833,49740.740874,994.8148174800001
688359_2024,0.001,0.001,0.001,621251716.43,8.364143971701708,62125.171642999994,1242.50343286
688360_2020,0.001,0.001,0.001,766951846.81,36.337138988300794,76695.184681,1533.90369362
688360_2021,0.001,0.001,0.001,1482689871.86,34.01458385024825,148268.98718599998,2965.3797437199996
688360_2022,0.001,0.001,0.001,1529747569.25,35.251763937556866,152974.756925,3059.4951385
688360_2023,0.001,0.001,0.001,1384245548.6,17.56818778044507,138424.55486,2768.4910972000002
688360_2024,0.001,0.001,0.001,1457416341.84,21.83845996475593,145741.634184,2914.83268368
688361_2023,0.001,0.001,0.001,890900112.98,13.77418414838528,89090.011298,1781.80022596
688361_2024,0.001,0.001,0.001,1380378763.53,18.58455503349169,138037.876353,2760.75752706
688362_2022,0.001,0.001,0.001,2176992689.58,50.16699090065324,217699.268958,4353.98537916
688362_2023,0.001,0.001,0.001,2390841120.27,30.343421220746425,239084.112027,4781.68224054
688362_2024,0.001,0.001,0.001,3609179447.25,54.081266005896126,360917.944725,7218.3588945
688363_2019,0.001,0.001,0.001,1885570721.73,299.84259585285815,188557.072173,3771.14144346
688363_2020,0.001,0.001,0.001,2632733956.17,317.15235450642274,263273.395617,5265.46791234
688363_2021,0.001,0.001,0.001,4947773755.75,344.8796836969051,494777.375575,9895.5475115
688363_2022,0.001,0.001,0.001,6359191975.49,381.71236082189756,635919.197549,12718.383950980002
688363_2023,0.001,0.001,0.001,6075923853.74,253.8992761047286,607592.385374,12151.84770748
688363_2024,0.001,0.001,0.001,5370770254.64,234.5944348152648,537077.0254640001,10741.540509280001
688366_2019,0.001,0.001,0.001,1604333866.54,6.757880208617615,160433.386654,3208.6677330800003
688366_2020,0.001,0.001,0.001,1332427030.95,4.423964654595422,133242.703095,2664.8540619
688366_2021,0.001,0.001,0.001,1766994314.08,3.383187219162257,176699.431408,3533.98862816
688366_2022,0.001,0.001,0.001,2130275956.41,686.5780021834062,213027.59564100002,4260.55191282
688366_2023,0.001,0.001,0.001,2654039068.79,5.917047572506011,265403.906879,5308.078137580001
688366_2024,0.001,0.001,0.001,2697657908.35,686.5780021834062,269765.790835,5395.3158167
688367_2021,0.001,0.001,0.001,250470935.42,25.720202691149893,25047.093542,500.94187084
688367_2022,0.001,0.001,0.001,301576413.81,29.049349686644433,30157.641381,603.15282762
688367_2023,0.001,0.001,0.001,230144882.78,11.223321999046997,23014.488278,460.28976556000003
688367_2024,0.001,0.001,0.001,296572915.95,20.124114204997284,29657.291595,593.1458319
688371_2022,0.001,0.001,0.001,395559615.62,24.025695035190306,39555.961562000004,791.1192312400001
688371_2023,0.001,0.001,0.001,308905983.79,8.54300399027211,30890.598379000003,617.8119675800001
688371_2024,0.001,0.001,0.001,479460212.96,15.262096269391154,47946.021296,958.92042592
688372_2022,0.001,0.001,0.001,733023301.75,686.5780021834062,73302.330175,1466.0466035
688372_2023,0.001,0.001,0.001,736524835.36,1.6420453415345357,73652.483536,1473.04967072
688372_2024,0.001,0.001,0.001,1076869868.17,686.5780021834062,107686.98681700001,2153.7397363400005
688373_2022,0.001,0.001,0.001,48206746.85,686.5780021834062,4820.674685,96.4134937
688373_2023,0.001,0.001,0.001,90776385.24,0.20238141790809958,9077.638524,181.55277048
688373_2024,0.001,0.001,0.001,130272762.01,686.5780021834062,13027.276201,260.54552402
688375_2022,0.001,0.001,0.001,3460511093.86,210.18622964494926,346051.109386,6921.022187720001
688375_2023,0.001,0.001,0.001,3566963310.51,98.64678379152724,356696.33105100004,7133.926621020001
688375_2024,0.001,0.001,0.001,2591086728.01,82.47903374733102,259108.67280100004,5182.173456020001
688376_2022,0.001,0.001,0.001,1227003277.74,74.52633027755836,122700.327774,2454.0065554800003
688376_2023,0.001,0.001,0.001,1505309099.95,41.63034166475759,150530.909995,3010.6181999
688376_2024,0.001,0.001,0.001,1722862979.21,54.84188246891457,172286.297921,3445.72595842
688377_2020,0.001,0.001,0.001,708103710.26,137.3505355421256,70810.371026,1416.20742052
688377_2021,0.001,0.001,0.001,527937089.91,30.484751788487543,52793.708991,1055.87417982
688377_2022,0.001,0.001,0.001,982818478.98,59.69491353133263,98281.847898,1965.6369579600002
688377_2023,0.001,0.001,0.001,1210066911.38,33.465219176340995,121006.69113800001,2420.1338227600004
688377_2024,0.001,0.001,0.001,1123895642.59,35.7756556859262,112389.56425899999,2247.7912851799997
688378_2020,0.001,0.001,0.001,283535702.06,85.74298206051773,28353.570206,567.07140412
688378_2021,0.001,0.001,0.001,405946360.85,62.10118805827795,40594.636085000006,811.8927217000002
688378_2022,0.001,0.001,0.001,458849501.16,151.59631387634997,45884.950116,917.69900232
688378_2023,0.001,0.001,0.001,517278787.2,99.84516224324653,51727.87872,1034.5575744
688378_2024,0.001,0.001,0.001,532816070.23,165.20943972585016,53281.607023000004,1065.63214046
688379_2020,0.001,0.001,0.001,860345498.1,40.76200360224618,86034.54981,1720.6909962
688379_2021,0.001,0.001,0.001,1210951592.6,27.78060015572403,121095.15925999999,2421.9031852
688379_2022,0.001,0.001,0.001,1220348841.59,28.121926878624226,122034.884159,2440.69768318
688379_2023,0.001,0.001,0.001,1415164057.67,17.96059082901006,141516.40576700002,2830.3281153400003
688379_2024,0.001,0.001,0.001,1917828167.32,28.737439295089946,191782.816732,3835.6563346400003
688380_2022,0.001,0.001,0.001,636793746.12,11.893731790820206,63679.374612,1273.58749224
688380_2023,0.001,0.001,0.001,713569748.57,11.032483862465076,71356.97485700001,1427.1394971400002
688380_2024,0.001,0.001,0.001,911654675.0,12.273947503908596,91165.4675,1823.30935
688381_2022,0.001,0.001,0.001,501593519.52,30.46603458931558,50159.351952,1003.18703904
688381_2023,0.001,0.001,0.001,381403264.23,10.54796533315059,38140.326423,762.80652846
688381_2024,0.001,0.001,0.001,526245411.78,16.751354791939335,52624.541178,1052.49082356
688382_2022,0.001,0.001,0.001,7599899449.551881,686.5780021834062,759989.9449551881,15199.798899103762
688382_2023,0.001,0.001,0.001,185526866.85,0.41362288522373636,18552.686685,371.0537337
688382_2024,0.001,0.001,0.001,168790397.56,686.5780021834062,16879.039756000002,337.58079512000006
688383_2021,0.001,0.001,0.001,1196636273.34,31.63787769687189,119663.62733399999,2393.27254668
688383_2022,0.001,0.001,0.001,1183655880.89,22.107763566634898,118365.58808900001,2367.3117617800003
688383_2023,0.001,0.001,0.001,1040169545.35,16.082035072673445,104016.954535,2080.3390907
688383_2024,0.001,0.001,0.001,933870383.07,12.573045881935716,93387.03830700001,1867.7407661400002
688385_2021,0.001,0.001,0.001,2577262346.93,4.9345722072125096,257726.23469299998,5154.524693859999
688385_2022,0.001,0.001,0.001,3538908884.94,686.5780021834062,353890.888494,7077.81776988
688385_2023,0.001,0.001,0.001,3536259423.6,7.883913799243135,353625.94236,7072.5188472
688385_2024,0.001,0.001,0.001,3590223828.23,686.5780021834062,359022.382823,7180.447656460001
688386_2020,0.001,0.001,0.001,277734747.28,53.87207512803199,27773.474727999997,555.4694945599999
688386_2021,0.001,0.001,0.001,316615240.65,18.282362061951194,31661.524064999998,633.2304813
688386_2022,0.001,0.001,0.001,364464300.36,22.137012439802312,36446.430036,728.92860072
688386_2023,0.001,0.001,0.001,410548188.44,11.353987931895304,41054.818844,821.0963768800001
688386_2024,0.001,0.001,0.001,514775993.36,16.386262207928464,51477.599336,1029.55198672
688387_2022,0.001,0.001,0.001,6919437218.88,729.2251106841616,691943.721888,13838.874437760001
688387_2023,0.001,0.001,0.001,7848411380.74,549.3366999341109,784841.138074,15696.82276148
688387_2024,0.001,0.001,0.001,6491197901.43,451.42789591225994,649119.7901430001,12982.395802860003
688388_2019,0.001,0.001,0.001,1446049703.58,49.3918204864018,144604.970358,2892.09940716
688388_2020,0.001,0.001,0.001,1202178945.26,33.11083198066934,120217.894526,2404.35789052
688388_2021,0.001,0.001,0.001,2804179482.94,74.13972775010947,280417.948294,5608.35896588
688388_2022,0.001,0.001,0.001,4640845431.09,86.67951150015894,464084.543109,9281.690862180001
688388_2023,0.001,0.001,0.001,4968597194.8,76.81935575404076,496859.71948,9937.194389600001
688388_2024,0.001,0.001,0.001,6522268970.73,87.81174401712137,652226.897073,13044.53794146
688389_2019,0.001,0.001,0.001,422644271.27,14.435997548696337,42264.427126999995,845.28854254
688389_2020,0.001,0.001,0.001,553823040.26,15.253587417559036,55382.304026,1107.64608052
688389_2021,0.001,0.001,0.001,778107053.62,20.572379716345345,77810.705362,1556.21410724
688389_2022,0.001,0.001,0.001,983044751.89,18.36084397592333,98304.475189,1966.08950378
688389_2023,0.001,0.001,0.001,1145718825.93,17.713929834225848,114571.882593,2291.43765186
688389_2024,0.001,0.001,0.001,1148037800.48,15.456461840218406,114803.780048,2296.07560096
688390_2020,0.001,0.001,0.001,1589084062.93,308.2338701272326,158908.406293,3178.16812586
688390_2021,0.001,0.001,0.001,2678113764.75,154.6427309997362,267811.376475,5356.2275295
688390_2022,0.001,0.001,0.001,4710236539.05,286.09267013632854,471023.653905,9420.4730781
688390_2023,0.001,0.001,0.001,7352680892.17,203.3433649628099,735268.0892170001,14705.36178434
688390_2024,0.001,0.001,0.001,6737855272.32,214.47826750944967,673785.527232,13475.71054464
688392_2022,0.001,0.001,0.001,522489445.99,686.5780021834062,52248.944599,1044.97889198
688392_2023,0.001,0.001,0.001,525188816.23,1.1708822401012335,52518.881623,1050.37763246
688392_2024,0.001,0.001,0.001,584554255.57,686.5780021834062,58455.425557,1169.10851114
688393_2020,0.001,0.001,0.001,375433111.72,10.340309761000098,37543.311172,750.86622344
688393_2021,0.001,0.001,0.001,438988843.57,11.606430168119013,43898.884357,877.9776871400001
688393_2022,0.001,0.001,0.001,507381223.42,9.476626025027747,50738.122342,1014.76244684
688393_2023,0.001,0.001,0.001,497290538.5,7.688596457392582,49729.05385,994.5810769999999
688393_2024,0.001,0.001,0.001,470790075.83,6.338422688501617,47079.007583,941.58015166
688395_2021,0.001,0.001,0.001,445450482.11,11.77726949031281,44545.048211,890.90096422
688395_2022,0.001,0.001,0.001,347512319.73,6.4906704094664525,34751.231973,695.02463946
688395_2023,0.001,0.001,0.001,373227300.22,5.7704578633838,37322.730022,746.45460044
688395_2024,0.001,0.001,0.001,366798655.05,4.938347337041823,36679.865505,733.5973101000001
688396_2019,0.001,0.001,0.001,5742784130.7,686.5780021834062,574278.41307,11485.5682614
688396_2020,0.001,0.001,0.001,6977259188.03,686.5780021834062,697725.918803,13954.518376060001
688396_2021,0.001,0.001,0.001,9249202849.06,686.5780021834062,924920.2849059999,18498.405698119997
688396_2022,0.001,0.001,0.001,10060129516.04,686.5780021834062,1006012.9516040001,20120.25903208
688396_2023,0.001,0.001,0.001,9900603859.18,686.5780021834062,990060.385918,19801.20771836
688396_2024,0.001,0.001,0.001,10118525841.56,686.5780021834062,1011852.5841559999,20237.05168312
688398_2019,0.001,0.001,0.001,400925826.49,125.72598046324782,40092.582649,801.85165298
688398_2020,0.001,0.001,0.001,516196825.03,120.39949841817821,51619.682502999996,1032.39365006
688398_2021,0.001,0.001,0.001,711291543.48,76.9387164076916,71129.154348,1422.58308696
688398_2022,0.001,0.001,0.001,637708226.29,41.07237229394404,63770.822628999995,1275.41645258
688398_2023,0.001,0.001,0.001,839805096.65,39.650385424189274,83980.50966499999,1679.6101932999998
688398_2024,0.001,0.001,0.001,933535638.13,40.37290407522453,93353.563813,1867.07127626
688399_2019,0.001,0.001,0.001,288794709.93,62.15889556013125,28879.470993,577.58941986
688399_2020,0.001,0.001,0.001,1739680701.97,337.4450276501797,173968.070197,3479.36140394
688399_2021,0.001,0.001,0.001,2839036343.41,163.93490796811275,283903.634341,5678.07268682
688399_2022,0.001,0.001,0.001,5534792784.45,336.17497406488025,553479.278445,11069.5855689
688399_2023,0.001,0.001,0.001,403179297.92,11.150196278707275,40317.929792,806.35859584
688399_2024,0.001,0.001,0.001,349608940.74,11.128692571324775,34960.894074,699.2178814800001
688400_2022,0.001,0.001,0.001,2748782749.05,1.424554983808439,274878.274905,5497.5654981
688400_2023,0.001,0.001,0.001,2640930848.22,1.1064192197695886,264093.084822,5281.86169644
688400_2024,0.001,0.001,0.001,2233776309.22,1.036655549072369,223377.63092199998,4467.55261844
688401_2022,0.001,0.001,0.001,640013669.67,11.95387199685079,64001.366966999994,1280.02733934
688401_2023,0.001,0.001,0.001,672394411.13,10.395873010129046,67239.441113,1344.78882226
688401_2024,0.001,0.001,0.001,875548709.75,11.78783940375933,87554.870975,1751.0974195
688403_2022,0.001,0.001,0.001,939652817.36,90.51206269973277,93965.281736,1879.3056347200002
688403_2023,0.001,0.001,0.001,1238293041.85,60.38701086891891,123829.30418499999,2476.5860836999996
688403_2024,0.001,0.001,0.001,1501019718.15,101.8524976741169,150101.971815,3002.0394363
688408_2020,0.001,0.001,0.001,3128604673.41,606.8539412604949,312860.467341,6257.20934682
688408_2021,0.001,0.001,0.001,2415358785.16,139.4704301951919,241535.878516,4830.71757032
688408_2022,0.001,0.001,0.001,3702590892.78,224.8897918726451,370259.089278,7405.18178556
688408_2023,0.001,0.001,0.001,6390158827.41,176.7241660108088,639015.882741,12780.31765482
688408_2024,0.001,0.001,0.001,9026107897.16,287.31753739044944,902610.789716,18052.21579432
688409_2022,0.001,0.001,0.001,1544463324.83,255.11160880014927,154446.332483,3088.9266496600003
688409_2023,0.001,0.001,0.001,2065755897.63,208.19154744756779,206575.58976300003,4131.51179526
688409_2024,0.001,0.001,0.001,3039567942.82,430.553982085051,303956.79428200005,6079.135885640001
688410_2022,0.001,0.001,0.001,382012680.92,44.64252888155134,38201.268092,764.02536184
688410_2023,0.001,0.001,0.001,690112369.84,60.458403532389944,69011.236984,1380.22473968
688410_2024,0.001,0.001,0.001,567274510.17,35.77810692472222,56727.45101699999,1134.54902034
688411_2024,0.001,0.001,0.001,8269704348.65,3.837821570061071,826970.434865,16539.4086973
688416_2022,0.001,0.001,0.001,433277479.71,41.73545556972341,43327.747971,866.5549594199999
688416_2023,0.001,0.001,0.001,305838597.59,14.914626903830603,30583.859759,611.67719518
688416_2024,0.001,0.001,0.001,372290141.86,25.261947161245093,37229.014186,744.58028372
688418_2020,0.001,0.001,0.001,499891186.51,13.768177483403123,49989.118651,999.7823730199999
688418_2021,0.001,0.001,0.001,464294559.75,12.275488236449116,46429.455975,928.5891194999999
688418_2022,0.001,0.001,0.001,532469377.49,9.945210676578522,53246.937749000004,1064.93875498
688418_2023,0.001,0.001,0.001,884409631.39,13.673834976430047,88440.963139,1768.81926278
688418_2024,0.001,0.001,0.001,951658156.92,12.812529327184649,95165.81569199999,1903.3163138399998
688419_2022,0.001,0.001,0.001,268907272.06,25.902494431391588,26890.727206,537.81454412
688419_2023,0.001,0.001,0.001,197955272.45,9.653552741553712,19795.527244999997,395.91054489999993
688419_2024,0.001,0.001,0.001,268185568.39,18.19787551781149,26818.556838999997,536.3711367799999
688420_2022,0.001,0.001,0.001,489281742.36,13.924191008325359,48928.174236,978.56348472
688420_2023,0.001,0.001,0.001,569945303.96,14.175939043710914,56994.530396,1139.89060792
688420_2024,0.001,0.001,0.001,546394043.07,15.61353205561735,54639.404307000004,1092.7880861400001
688425_2021,0.001,0.001,0.001,9517286651.41,1063.833251265449,951728.665141,19034.57330282
688425_2022,0.001,0.001,0.001,10101547758.19,934.169487871636,1010154.7758190001,20203.095516380003
688425_2023,0.001,0.001,0.001,10027466924.62,555.8098018032357,1002746.6924620001,20054.933849240002
688425_2024,0.001,0.001,0.001,10046044456.03,528.9734419513858,1004604.4456030001,20092.088912060004
688426_2022,0.001,0.001,0.001,521600437.03,31.68122461303944,52160.043702999996,1043.20087406
688426_2023,0.001,0.001,0.001,171341280.85,4.738559052954383,17134.128085,342.6825617
688426_2024,0.001,0.001,0.001,125875306.1,4.006841418137761,12587.53061,251.7506122
688428_2022,0.001,0.001,0.001,625404169.95,686.5780021834062,62540.41699500001,1250.8083399000002
688428_2023,0.001,0.001,0.001,738537047.65,686.5780021834062,73853.704765,1477.0740953000002
688428_2024,0.001,0.001,0.001,1009448013.44,686.5780021834062,100944.801344,2018.8960268800001
688429_2023,0.001,0.001,0.001,1730590304.11,47.86064579308599,173059.03041099999,3461.1806082199996
688429_2024,0.001,0.001,0.001,710705157.2,22.62304615720866,71070.51572000001,1421.4103144000003
688432_2022,0.001,0.001,0.001,1175319272.5,0.6091084964006838,117531.92725,2350.638545
688432_2023,0.001,0.001,0.001,960403309.08,0.40236141760872984,96040.330908,1920.8066181600002
688432_2024,0.001,0.001,0.001,995945853.09,0.4622006200530794,99594.585309,1991.89170618
688433_2023,0.001,0.001,0.001,606039751.69,33.592016488697226,60603.975169000005,1212.0795033800002
688433_2024,0.001,0.001,0.001,491966809.88,25.90446198870469,49196.680988,983.93361976
688439_2022,0.001,0.001,0.001,778874008.15,686.5780021834062,77887.400815,1557.7480163
688439_2023,0.001,0.001,0.001,1297124405.47,313.331305031923,129712.440547,2594.24881094
688439_2024,0.001,0.001,0.001,1063107423.37,286.89700797925656,106310.742337,2126.21484674
688443_2023,0.001,0.001,0.001,1211502.42,0.10613561702394735,121.15024199999999,2.42300484
688443_2024,0.001,0.001,0.001,30094960.64,1.8980946620544448,3009.496064,60.18992128
688448_2022,0.001,0.001,0.001,344174206.44,20.904622707616916,34417.420644,688.34841288
688448_2023,0.001,0.001,0.001,413556038.47,11.437172059613266,41355.603847000006,827.1120769400002
688448_2024,0.001,0.001,0.001,478487855.68,15.23114435718975,47848.785568,956.97571136
688450_2023,0.001,0.001,0.001,304432975.8,8.41929992783133,30443.297580000002,608.8659516
688450_2024,0.001,0.001,0.001,182472936.84,5.808447611153398,18247.293684,364.94587368000003
688455_2022,0.001,0.001,0.001,1669396975.78,100.20604240758418,166939.697578,3338.79395156
688455_2023,0.001,0.001,0.001,1148462679.85,47.99168818873903,114846.26798499998,2296.9253596999997
688455_2024,0.001,0.001,0.001,1393603611.09,60.872395578217606,139360.361109,2787.20722218
688456_2020,0.001,0.001,0.001,1736306083.59,1.2915944318480266,173630.608359,3472.61216718
688456_2021,0.001,0.001,0.001,2780806538.15,1.4580257755329076,278080.653815,5561.613076300001
688456_2022,0.001,0.001,0.001,2780574311.88,1.441030941862304,278057.431188,5561.14862376
688456_2023,0.001,0.001,0.001,2681010298.01,1.1232105240914472,268101.029801,5362.020596020001
688456_2024,0.001,0.001,0.001,3228899167.89,1.498474232165679,322889.916789,6457.798335779999
688458_2023,0.001,0.001,0.001,472306007.71,0.19787282385496807,47230.600771,944.6120154199999
688458_2024,0.001,0.001,0.001,404167862.57,0.1875670611065848,40416.786257,808.33572514
688459_2022,0.001,0.001,0.001,908919381.43,410.37175891779583,90891.93814299999,1817.8387628599999
688459_2023,0.001,0.001,0.001,969345748.46,371.0102708116283,96934.574846,1938.6914969200002
688459_2024,0.001,0.001,0.001,1105812296.82,333.9157907765185,110581.22968199999,2211.62459364
688468_2021,0.001,0.001,0.001,470774575.26,0.24683538958135579,47077.457526,941.54915052
