DMU,标准化GTFP,效率等级,GTFP排名,百分位排名,传统TFP,绿色TFP_简单,绿色TFP_对数,综合GTFP,资本效率,劳动效率,能源效率,总投入,总污染
2612_2023,0.8721374030643666,A级,268,1.39,0.00032574402144746565,1.1041580349759653e-05,-2.690597920081965,-1.3452934392508078,7.592750716708672,309.9677359638369,0.0003257583394627722,1579603639.12,28.501575944999345
603105_2024,0.8720899845293245,A级,269,1.39,0.0008559395312699435,2.2697054137301948e-05,-2.691230081294598,-1.3456036921202303,4.563713835969622,39.09533171395915,0.0008561188427398234,80479954.44,36.71148076999977
920735_2022,0.8720842353896295,A级,270,1.4,0.0014648005007539934,1.2025006613633534e-05,-2.691294642063409,-1.3456413085283978,10.919941542228486,36.041260862654056,0.0014650565666800106,43353823.0,120.8128616500004
688200_2023,0.8720619113179178,A级,271,1.4,0.0003540045256910137,7.334148407373744e-05,-2.69164808400976,-1.345787371262843,0.6505100973512066,39.20896079454939,0.0003542004778768971,195156230.79999998,3.826797935001473
300139_2021,0.8719517269453531,A级,272,1.41,0.00042692687573756715,0.00020318179259576957,-2.693219766094475,-1.3465082921509397,0.4187497675741056,27.138596067411896,0.00042736931357509556,45259929.74,1.1012063179999638
300406_2022,0.8718129196466201,A级,273,1.41,0.00033318034620287304,3.597227486659633e-05,-2.694868946876875,-1.3474164873010044,6.1405874167028145,180.2949742243218,0.00033319904089571694,453469690.28000003,8.262142766998785
300529_2024,0.8717681355773896,A级,274,1.42,0.0007931432479175524,6.374764186343484e-06,-2.6954253809486337,-1.3477095030922237,27.76618128511812,30.580476424899707,0.0007931864776466847,337558280.68,123.41922907000031
2658_2023,0.8717005310223842,A级,275,1.42,0.0003341248368313346,3.567451554648357e-05,-2.6963393351940894,-1.3481518303392714,8.95419232937748,61.620661933901985,0.0003341391169985397,452023392.90999997,8.365924973999913
688779_2022,0.8712978996087569,A级,276,1.43,0.0016578772144386971,3.480623955134653e-07,-2.701572727977354,-1.3507861899574793,608.7267952386393,1020.1701418841644,0.0016578844239394748,1084241808.95,4762.160957000004
2370_2021,0.8712516837199629,A级,277,1.43,0.0009528774428790144,4.1452143458145674e-05,-2.7022185990268115,-1.3510885734416767,0.7320081090529393,12.525208624800781,0.0009541921359529426,33071855.29,21.98740992800048
603896_2023,0.8709778116112398,A级,278,1.44,0.000801364191632149,2.0733839412198292e-05,-2.705781692111371,-1.3528804791359794,0.4502874832271845,44.51460026106441,0.0008028073781012071,97876504.19,37.65006222500118
301233_2023,0.8708447931650528,A级,279,1.44,0.0013167505336532967,2.452343752916551e-05,-2.707526123830603,-1.353750800196537,1.5384375373285533,97.70422284479945,0.0013178962838265988,25821952.36,52.69355259000069
300962_2020,0.8707136484691259,A级,280,1.45,0.001093358974468534,4.149805811001205e-05,-2.7092592188146094,-1.3546088603782498,1.6217396347393496,32.90015692801637,0.0010941329877854405,23410721.17,25.347231113000003
688266_2022,0.8707074345559161,A级,281,1.46,0.001433034018302227,2.4491602609962605e-05,-2.7093235264420046,-1.3546495174196973,0.6235478879035165,17.156927213392894,0.001436455251215066,21095455.77,57.51123641000004
300406_2021,0.8705258488443972,A级,282,1.46,0.0003296322502246354,3.258862718738089e-05,-2.7117078005735045,-1.3558376059731585,5.638287824824271,156.18987812498477,0.0003296522184597671,485202631.39,9.114947390999852
300003_2023,0.8705127659701289,A级,283,1.47,0.00031436560070678487,6.954686772701341e-06,-2.711853366392263,-1.355923205852745,2.836831135745006,38.524183257699924,0.0003144030071112239,2538413650.24,44.20197829999978
200725_2021,0.8704734074554805,A级,284,1.47,0.00015101102439776841,6.715072274377546e-07,-2.712362116175865,-1.3561807223343187,0.9674202155068284,4137.140152801281,0.00015103460590200061,145227674849.97,223.88369182999833
920553_2022,0.8704204163433203,A级,285,1.48,0.0003660181648421645,0.00011935672932611937,-2.7131742295705457,-1.3565274364206097,3.5288093750291476,21.447831010214454,0.00036606238091658024,103249187.8,2.0665900729995053
300048_2022,0.8699945736306374,A级,286,1.48,0.0003229545302277353,3.675844885321686e-05,-2.718664083906915,-1.359313662729031,2.091653082487306,87.50923693914638,0.00032300559485869633,440859363.08,7.785858478000375
688331_2024,0.8699514026342752,A级,287,1.49,0.0011994391794660278,5.290665818375217e-06,-2.7191975411531377,-1.3595961252436597,70.0739851514418,97.43823427922263,0.001199474475792876,143138703.26999998,225.70854903000117
688658_2024,0.8699005833448611,A级,288,1.49,0.00030954227887445895,1.4589015634118856e-05,-2.7198718465204235,-1.3599286287523946,17.60286790432396,214.57866004539056,0.00030954816874732637,1221440897.75,20.21748899200016
600741_2024,0.8698510214465499,A级,289,1.5,0.00016696311370638706,7.424420701477622e-07,-2.720506552429699,-1.3602529049938146,16.0452068735884,9582.984324630555,0.00016696485401723198,101131429602.43001,223.88369182999935
688282_2022,0.8698097938291893,A级,290,1.5,0.0004016416468873177,0.00018950362448534895,-2.7212348048146406,-1.3605226505950776,2.833163411501545,11.617963813847245,0.0004017124829065234,50967952.15,1.1194404069991366
688068_2021,0.8696553827514022,A级,291,1.51,0.00031447736486231854,9.952042054566776e-06,-2.7230758329479174,-1.3615329404529315,19.07102100503195,304.7221204313108,0.00031448287517333386,1707341882.73,30.599280122999527
920553_2020,0.8696200988479009,A级,292,1.51,0.00042846705396070605,0.0001014765458227387,-2.7236290708738737,-1.3617637971640255,3.171266205790244,19.747251486945533,0.00042853425100040357,81207310.57,3.222325909998437
601908_2022,0.8695532931073365,A级,293,1.52,0.0003060987275624852,4.52067080314635e-06,-2.7244063160717356,-1.3622008977004663,8.225020198110371,692.3503178206181,0.00030611025496290805,3985384943.33,66.71090858300003
931_2021,0.8695123347718576,A级,294,1.52,0.0003209384052821183,2.6422580654207054e-05,-2.72496418883945,-1.3624688831293978,2.1858578989355197,102.83040951629327,0.0003209865359173558,609411138.34,11.146368628999946
603511_2023,0.8694883964405172,A级,295,1.53,0.0003122491128781519,1.562195196198907e-05,-2.725266636768524,-1.3626255074082811,11.35927980658312,194.54739392734436,0.00031225819755052557,1097817396.31,18.98784232300043
688016_2021,0.8692872397956742,A级,296,1.53,0.0004236568207509342,5.161151449182629e-05,-2.7279349038977636,-1.3639416461916358,6.452036424190502,38.85532046537805,0.0004236892609178917,161600312.58,7.208571717003093
603855_2023,0.8692047029077115,A级,297,1.54,0.0003901804213612148,1.2292576071089667e-05,-2.7289756397462916,-1.3644816735851102,1.0435850647806029,181.43838047672068,0.0003903271980959086,819350251.57,30.74114348599841
600161_2021,0.8691536928684062,A级,298,1.54,0.00031282838675493094,1.2802304290335207e-05,-2.7296436524320793,-1.3648154250638944,2.6834954056668927,233.3800011918141,0.00031286527838668616,1314508463.78,23.43531878500279
2581_2019,0.8690326016747417,A级,299,1.55,0.0017407170566179015,9.355778117710614e-06,-2.7312247685951214,-1.365607706408502,1.3091022900868956,5.125855389199882,0.0017436276913352009,32609390.69,185.05796132999888
688489_2022,0.8688168390511701,A级,300,1.55,0.00036072006217082066,0.000126214702234383,-2.7341650358688736,-1.3670194105833195,0.39923265393985735,19.282878274686762,0.0003610530398044652,94190579.02000001,1.8579876350005082
2706_2023,0.8686578755702642,A级,301,1.56,0.00038463172689356126,8.530510141679862e-06,-2.736127501218504,-1.368059485354181,3.238829988208968,446.88669064323113,0.0003846777409187755,1192064285.24,44.08894781000258
2612_2024,0.8686306915807015,A级,302,1.56,0.00030022455219063824,9.552056775393629e-06,-2.7364842456981258,-1.3682373468206752,8.122770332774893,396.0185170493812,0.00030023587677695447,1895509893.67,30.430356737999926
931_2023,0.8684836685370992,A级,303,1.57,0.0003097344364319409,2.2757052272260253e-05,-2.738421351963991,-1.3691992974558593,2.601952531294013,1347.1025715968344,0.00030977138260468234,735017834.0600001,12.61048137100318
931_2020,0.8683864045418516,A级,304,1.57,0.0003824398603249978,2.1762186459347717e-05,-2.7396931247679768,-1.3698356812907586,2.3564320714718323,44.35231477075479,0.00038250523770876126,467947012.5,16.573595383999344
2506_2024,0.8683438949067019,A级,305,1.58,0.00044280160423522077,1.9690249680231385e-06,-2.7402296006440494,-1.3701138158095407,3.6442170508916423,115.08600921267015,0.0004428571188518526,3667508564.71,223.88369182999662
2738_2022,0.8683372745977617,A级,306,1.58,0.0003001950179143896,6.674988622840886e-06,-2.7403209378716875,-1.3701571314415324,8.409765065463812,93.17756582850413,0.00030020670128594307,2678666683.7,43.973113029001276
603087_2023,0.8683130688196048,A级,307,1.59,0.0003075109150790519,1.9908326504320223e-05,-2.7406509219940145,-1.3703155068337551,4.795442612346537,148.01571799091093,0.00030753127463791906,848111993.14,14.44634676599951
2706_2020,0.8683058468676706,A级,308,1.59,0.00045434015648904873,1.0225547622410834e-05,-2.740735741783002,-1.3703627581176898,4.155134471879215,11.744912093131866,0.0004544074216338546,663943782.85,43.43186541999847
688200_2024,0.8682976794348232,A级,309,1.6,0.0003188898244391033,5.459361551796837e-05,-2.740886987595273,-1.3704161969898774,0.8006564346141094,51.38169046537733,0.00031901886494223314,283905385.69,4.841155972000453
2658_2024,0.8682903867746489,A级,310,1.61,0.0003102202890950618,3.6096975537635076e-05,-2.7409639215203674,-1.370463912272415,8.658808404134948,58.03719374744345,0.00031023306211368153,457794084.05,7.594079803001261
603087_2022,0.8681154371314753,A级,311,1.61,0.00030923336181396205,2.9838748164661607e-05,-2.7432470017802606,-1.371608581516048,3.194110217075636,97.17766725311591,0.0003092642869316473,553714672.62,9.363483064002004
600276_2019,0.868110965744699,A级,312,1.62,0.002143593098460608,1.659719771016863e-07,-2.7432758402770654,-1.3716378371525442,1.6875770246830506,1321.7126339386316,0.0021463228804215416,1086427112.81,12914.391705999999
300558_2022,0.8677897333134645,A级,313,1.62,0.0008904034071711893,5.174387225104203e-06,-2.747484405821777,-1.373739615717276,9.39274988430135,235.0771174084835,0.0008904911958808135,266916056.01,171.07900473999896
300157_2023,0.8677247291124461,A级,314,1.63,0.0003279445965870118,7.072487964676334e-05,-2.7484005827179185,-1.374164928919136,0.6936356091770147,167.9233090280903,0.0003281003602093255,200210689.59,3.6369056629992076
959_2024,0.8676070364419891,A级,315,1.63,0.00029070006941094603,5.010596082076134e-07,-2.7498704502743823,-1.3749349746073871,1.2433941869116898,3911.549169375086,0.0002907680713112497,37258607030.77,579.1706316799989
2658_2021,0.8675006601542485,A级,316,1.64,0.0003135852379856783,3.535399603550417e-05,-2.7512973115120443,-1.3756309787580043,8.044531334014874,92.61651120053034,0.0003135985242191362,440362623.85,7.8698668449997635
300016_2020,0.8674835348389645,A级,317,1.64,0.00038649425326406654,4.461974087925121e-05,-2.7515306758111113,-1.375743028035116,1.2685799115331082,26.248021132613374,0.00038661773570450325,214062077.02,7.661956430999076
688366_2020,0.8674701701096608,A级,318,1.65,0.0004526966106065715,2.242847265368781e-05,-2.751683370362211,-1.3758304709447786,1.6402852873924874,75.6201493189515,0.00045282429481519315,294331125.92,19.184014135001057
300477_2022,0.8672843286439071,A级,319,1.65,0.0002990972732328464,1.73926219693613e-05,-2.7541102033158436,-1.3770464053469371,21.925461312112358,480.8207394479739,0.0002991015394992167,990265047.55,16.196790308999763
688366_2023,0.8671959171411777,A级,320,1.66,0.00037683473045706077,1.4209089315929536e-05,-2.755263946852633,-1.3776248688816586,1.351300994505214,150.62650788875422,0.00037694079023993895,704297893.61,25.52068134300123
688098_2019,0.8669172480213895,A级,321,1.66,0.0005101793039894424,9.796816150826872e-05,-2.7589942895705746,-1.3794481607045332,0.9410683380335549,14.404615800226196,0.0005104741260551902,49749044.78,4.207603020000789
688432_2024,0.8668987240433285,A级,322,1.67,0.0003085785659527133,4.878231138608594e-05,-2.7591875024677788,-1.3795693600781964,7.108430536651396,56.52360119749966,0.0003085936467735313,322752764.77,5.325624109001219
300558_2021,0.8668267548588712,A级,323,1.67,0.0008630930423000991,5.4731149046236196e-06,-2.7600859613468476,-1.3800402441159714,8.08211463809696,166.85405579493573,0.0008631896878140797,260210137.37,156.69686075000197
603980_2024,0.8664635266454536,A级,324,1.68,0.0007654118949357693,8.666931905462112e-06,-2.7648422554904926,-1.3824167942792935,6.5893660128274005,92.98377043132277,0.0007655071166164722,214051290.01,87.3140538899993
688172_2022,0.8664003419344406,A级,325,1.68,0.0002968280256915303,2.301861851056881e-05,-2.765683424004311,-1.3828302026929002,76.80687041633588,123.45200539159347,0.0002968298865188973,732823098.47,11.895127705000926
920179_2022,0.8663533034709074,A级,326,1.69,0.000386066389697998,0.00019374498560255078,-2.7664696828199378,-1.3831379689171677,440.05617818073654,10.302109733257081,0.0003860811966105069,47018641.96,0.9926522499996698
300601_2024,0.8662487649709013,A级,327,1.69,0.000715412609638186,5.805088300722886e-06,-2.7676497017030295,-1.3838219483073644,1.5500797985054264,55.33630260851303,0.0007157522062968227,370655421.12,122.23888469000026
2294_2019,0.8661856930475071,A级,328,1.7,0.0009865481305353448,2.2372437982328098e-06,-2.7684714765225062,-1.384234619639354,3.7101356407030965,2041.308667122345,0.0009868110066342732,453142207.93,439.9658568000002
688278_2023,0.8659495087511806,A级,329,1.7,0.0012527333300587941,3.427520308809425e-06,-2.7715633064414407,-1.3857799394605659,5.900976829583494,119.201071566395,0.0012530125036858781,167659216.10000002,364.4926039000008
603511_2022,0.8659022464299744,A级,330,1.71,0.0002907232972399353,1.526262054644755e-05,-2.7721936014750455,-1.3860891694272495,31.288728482069597,187.30938706014837,0.00029072644979976167,1135234579.18,18.04805902099896
688658_2023,0.8656316146048297,A级,331,1.71,0.00028938700936296646,1.1936437338322663e-05,-2.7757316843734787,-1.38785987396807,56.76859863581066,238.1555476730854,0.0002893888362103175,1450065349.94,23.244001871002453
688336_2020,0.8655670655835908,A级,332,1.72,0.00044631338090978846,4.278868422902453e-05,-2.7766072064788014,-1.3882822088972862,18.949588221849435,37.1739944154349,0.00044632925181282496,146759162.87,9.430640388000436
301413_2023,0.8654286925914104,A级,333,1.72,0.0007852333571879635,1.757016432160981e-05,-2.77839269718746,-1.3891875635115691,3.466386634158919,184.33850407402917,0.0007854146211880431,95076315.17,43.691292269999636
300584_2021,0.8654025578573457,A级,334,1.73,0.0011602757728403524,1.3461837277485076e-05,-2.778730579982545,-1.3893585590726338,4.191949305769458,44.11251245613696,0.0011606275466720785,49842895.27,85.18999959999925
2066_2023,0.8653647361042217,A级,335,1.73,0.00028747158314433645,1.0791772963218682e-05,-2.779222835498475,-1.389606021862756,5.123934334835211,508.62649714280104,0.00028748787475849834,1610072576.0,25.63803102099837
300003_2021,0.8651935809351203,A级,336,1.74,0.0002873577375794811,4.653551371446475e-06,-2.7814563847642413,-1.390725865606435,4.88467744884456,62.39236101843686,0.0002873759670013487,3709569462.02,60.75020206399849
920735_2024,0.8651816835814804,A级,337,1.75,0.0009936563816033042,1.0917200231699792e-05,-2.781618333325061,-1.3908037080624145,16.267616357066427,49.28856944381105,0.000993737114638222,87400897.3,90.01750898999899
300584_2024,0.865139513808316,A级,338,1.75,0.000996217883570408,1.8698616233476187e-05,-2.7821779376492195,-1.391079619516493,4.971384641315559,24.89439262586253,0.0009964574400976708,50627518.63,52.277625009998204
2773_2023,0.8651318137867559,A级,339,1.76,0.001174780229643498,1.912351387462237e-06,-2.78226190940795,-1.3911299985282812,1.7684231880962338,32.722504068132686,0.0011756033997705041,336868083.25,613.3119061999982
688033_2021,0.8650682261620238,A级,340,1.76,0.00031444379059433904,6.516254213702463e-05,-2.7831572509364104,-1.3915460441971368,0.8163831691771994,38.09643719069018,0.00031456754801370063,213475108.55,3.8255298029985734
1225_2023,0.8649410744056575,A级,341,1.77,0.0007239612608990342,3.7106119393343634e-05,-2.784793065506418,-1.3923779796935123,2.572956922826441,26.57632208132139,0.0007241847545186012,53265617.13,18.510562115998944
200725_2024,0.8647715209419491,A级,342,1.77,0.0001417049905778566,6.301256859655473e-07,-2.7869753169446603,-1.3934873434094872,0.9681616735455528,3069.006895111339,0.0001417257408108591,139995496905.95,223.88369183000142
688613_2023,0.864766537564493,A级,343,1.78,0.00035942203266832576,0.0001594251704242272,-2.7871993237080814,-1.3935199492688286,0.5670878629028709,12.853342508512313,0.000359660043596955,63011132.99,1.2544873310017945
603256_2019,0.8647021140493817,A级,344,1.78,0.00046378750288782574,3.8695080133580775e-05,-2.787921618925978,-1.3939414619229222,0.02962969010760535,37.60923773552567,0.00047116841644923073,142883274.08,10.985696838999901
688658_2022,0.8646756374614233,A级,345,1.79,0.0002823801998995491,1.0929105822460973e-05,-2.7882403201536503,-1.3941146955239139,1.7142308162924078,257.7721567536746,0.0002824270326626076,1608450381.3,24.83744766599794
920735_2019,0.8646583661322613,A级,346,1.79,0.00201441861045462,1.1644650003423006e-05,-2.788467041979991,-1.3942276986649937,3.493657713766228,17.60226498864825,0.0020158116045756926,15396596.69,171.9908996000019
688016_2020,0.8646567572359202,A级,347,1.8,0.00044577787652031283,5.73672563475252e-05,-2.7885338182652424,-1.3942382255044474,9.3953694654504,26.688554755957636,0.0004458064747879052,105490281.05000001,6.770597735998779
688236_2023,0.8645531830991918,A级,348,1.8,0.0002956493583524062,3.842489962282975e-05,-2.7898702177516106,-1.3949158964259938,4.721423337474491,68.58818649261806,0.00029566914724973376,408769311.3,6.694212881000794
600161_2022,0.8645474739616045,A级,349,1.81,0.00028201164340683474,1.1604092385273154e-05,-2.7899181039502037,-1.3949532499289092,2.008435402098577,241.8447572644583,0.00028205157618001176,1511038541.36,23.30277473299882
688366_2021,0.8645109418911344,A级,350,1.81,0.0003748245900654254,1.9118897229746353e-05,-2.790403668394099,-1.3951922747484347,2.135005152060701,100.28344574346765,0.00037489180782800954,471418994.6,18.60492724900219
300630_2023,0.8642504267453094,A级,351,1.82,0.0008994776181064117,7.969931196678956e-06,-2.793801545282589,-1.3968967876756961,4.194950947871629,74.24492549800378,0.000899681426635298,145026770.51,111.85889297000108
300003_2020,0.8642387549821213,A级,352,1.82,0.0003471220309936676,4.600937687367617e-06,-2.7939509097293387,-1.3969731543958257,3.866530421507243,47.73555546912086,0.0003471557217182159,2315804478.9,74.4459317710033
603790_2019,0.8641983799867741,A级,353,1.83,0.0004543665684227663,2.6953159678926105e-05,-2.7945015971229745,-1.3972373219816479,3.490567612924778,54.28819188989482,0.00045442952479443725,210525599.28,15.857636421000903
300723_2022,0.8641385249118584,A级,354,1.83,0.0007915549098881651,5.380486366692262e-06,-2.795263270908239,-1.397628945210936,4.670749260170633,121.4163259850841,0.0007916942401529342,288065751.79,146.11586521999845
688707_2022,0.8640597994133623,A级,355,1.84,0.00043642411046081273,1.940665891655912e-06,-2.796290008703939,-1.3981440340190237,121.67030541569032,790.8963450623842,0.0004364259167184441,3193131008.57,223.88369182999818
931_2019,0.863976291811788,A级,356,1.84,0.00038247708045771703,1.5046858380154116e-05,-2.797395872604449,-1.3986904128730344,2.9752319724675744,44.63104186872817,0.0003825295342292343,558242350.22,24.419065568998487
688489_2023,0.8639650901116598,A级,357,1.85,0.00032803956745749665,0.0001098465278680616,-2.797637252932221,-1.3987637032021765,0.21425018137479906,20.351871566400657,0.0003285479045294847,109316074.21,1.9863444099996908
959_2022,0.8639499858020425,A级,358,1.85,0.0002740891153581353,4.235942297319978e-07,-2.7977254826234503,-1.3988625295146102,1.2658397648551623,2922.1415656689865,0.0002741485017613145,43103566278.3,646.055828700001
600741_2022,0.8637362436197058,A级,359,1.86,0.00015311778451285003,6.808754483945312e-07,-2.8005227069373495,-1.4002610130309505,28.984747012390695,8982.28755959086,0.0001531185960029388,103363503660.62001,223.88369182999978
300576_2020,0.8636019942951826,A级,360,1.86,0.000949019904429984,1.7296791657792328e-05,-2.802296069791172,-1.4011393864997572,2.4388528201219404,29.838822435544184,0.0009494195439827385,57318263.87,53.86681615000082
600196_2024,0.8635844332353987,A级,361,1.87,0.0002722022822110475,1.2104136141573789e-06,-2.802509783918529,-1.4012542867524573,374.7605307416752,2330.714861520868,0.00027220251171199757,15087013792.25,223.88369183000066
688366_2019,0.8633195592781447,A级,362,1.87,0.0004423526831566766,1.602939494523765e-05,-2.8059906667347954,-1.402987318669925,4.630261835303177,91.05186532349087,0.0004423970968979384,362682069.78,26.5963430590017
603688_2023,0.8632665654443293,A级,363,1.88,0.0008763097627347433,1.435502161707353e-06,-2.8066695350575905,-1.4033340497777145,127.29715117999234,407.731619296231,0.0008763176786891286,819827809.4699999,609.4552017000002
600161_2024,0.8632447687462065,A级,364,1.88,0.0002712598833404128,8.157158794195458e-06,-2.806961482983934,-1.40347666291257,0.5914397366434249,342.33061634504264,0.0002713845671016159,2223648180.38,32.254211431000904
300139_2019,0.8631795111815062,A级,365,1.89,0.0004065487580402801,7.950088464630793e-05,-2.807886768305733,-1.4039036337105435,0.7083516330560817,13.542861792168173,0.0004067944438930887,88476081.18,4.113763893998975
688266_2024,0.8629108491173341,A级,366,1.9,0.0009551570596918224,1.698315752269e-05,-2.811339884189519,-1.4056614505159983,0.8199526345272062,30.247126634504532,0.000956301246792515,55797563.96,55.241428679999416
600019_2022,0.8628978966045563,A级,367,1.9,0.00010502183867080328,4.670051341468231e-07,-2.811492859483682,-1.4057461962392739,9.39832843012511,68615.34373133047,0.0001050230124136344,350192157226.29,223.88369183000302
688578_2021,0.8626296420280638,A级,368,1.91,0.00037971057148653714,5.769419436849512e-05,-2.815060390065247,-1.4075013479354392,2.821284023032476,30.084799006808733,0.0003797664766059102,139604793.31,5.581434629997851
600582_2020,0.8625466494785102,A级,369,1.91,0.0003351495386775433,1.751634001944078e-06,-2.8160904643745903,-1.4080443563702942,0.9490964240546271,1166.424660045338,0.000335268026484105,6132308160.44,190.3353692899997
2294_2024,0.8625451679201085,A级,370,1.92,0.0006667725835931846,3.585647042361741e-06,-2.8161116847288072,-1.4080540495408824,2.9667050888995194,2204.5228532954943,0.0006669226774423697,601739137.41,184.95600029999855
300003_2022,0.8623182750110194,A级,371,1.92,0.00026762971471088793,4.534766268780996e-06,-2.8190816902689715,-1.4095385777513514,4.073317926858558,45.13887882913529,0.0002676488869769922,3964224260.92,58.01731175999926
603956_2019,0.8622409902622399,A级,372,1.93,0.0004393076461393015,2.8838356914851546e-05,-2.8201173193790128,-1.410044240511049,15.53251055419444,48.72783047105283,0.00043932403233043883,195440343.56,14.233449159001061
600613_2020,0.8621756808609218,A级,373,1.93,0.0004077047815058515,1.499483038052122e-05,-2.8209580958893334,-1.4104715505294765,3.2804448890892637,103.23534001134486,0.00040775706927792093,446157801.8,26.18968939599747
688277_2023,0.8621436035557692,A级,374,1.94,0.0003472638452608271,0.00016051588478732128,-2.8215233707793765,-1.4106814274472945,0.3077698077558796,11.920312423381832,0.0003476662534466855,60483090.239999995,1.1634235139994917
2806_2021,0.8617267475178427,A级,375,1.94,0.0008312810572643185,1.503356782010416e-05,-2.826832744525035,-1.4134088554786075,2.1430507784871935,25.72387568598034,0.0008316305180992559,82777499.69,54.29499431999795
300048_2023,0.8617117787378709,A级,376,1.95,0.00027737818752980977,2.99551460068296e-05,-2.8270435453476632,-1.4135067951008282,2.1646048236022457,96.4528167529044,0.0002774145339483082,537591135.15,8.25978417700265
300558_2024,0.861582229903209,A级,377,1.95,0.0006971947454191049,4.4945212130074595e-06,-2.8287133232315695,-1.4143544143551783,13.371677134083832,81.48633733445814,0.0006972370646651546,414798036.13,154.1210264000021
688278_2021,0.8614992616612086,A级,378,1.96,0.0014834049707268151,4.179784841139238e-06,-2.8297987055600835,-1.414897262887621,1.9438263221154841,64.25809931895202,0.0014845721735619905,76326271.81,353.8998351999978
300445_2020,0.8614853225363851,A级,379,1.96,0.0003755139610864499,0.0001021048135373865,-2.8300790340575834,-1.414988464622023,1.194451185874512,25.341030403152942,0.000375637621150685,76998776.84,2.677730198998604
300762_2020,0.8614282906830417,A级,380,1.97,0.0004134597687143384,4.0428131108458135e-05,-2.8307636615118836,-1.4153616166903875,0.7656433798005766,36.18656717673423,0.0004136878935533012,155000353.89,9.227031393997844
600613_2021,0.8614242862070193,A级,381,1.97,0.0003520056973231522,1.3941399594367499e-05,-2.830789576345653,-1.4153878174730294,4.442618825826537,130.70560266741603,0.00035203453843811634,654260069.23,24.248949676999853
688200_2019,0.8613726422171593,A级,382,1.98,0.0004063199080199579,0.0001038674866688074,-2.831555299638449,-1.41572571607589,1.9074631689981898,14.450094409760819,0.0004064179094812065,62662611.03,2.911906551000936
300289_2023,0.8611619602551556,A级,383,1.98,0.0003011196278643524,8.466437741723965e-05,-2.8342930187093933,-1.417104177165988,2.133066447670024,72.80041394320597,0.00030116338802528987,153279488.18,2.5566271799988916
688200_2020,0.8611425658022306,A级,384,1.99,0.00036102075046841266,7.712314571518718e-05,-2.8345392693729665,-1.4172310731136257,1.5258541563979313,22.55870586833016,0.00036111196952133133,110100152.66,3.681094681000528
688172_2023,0.861068157559069,A级,385,1.99,0.00027023800628001114,2.1143282642450525e-05,-2.835456973350786,-1.4177179150340717,6.899559193243748,120.709628490345,0.0002702491962655446,787048307.26,11.781270085000102
300180_2019,0.8607882620933326,A级,386,2.0,0.0004185894811833767,7.64996752660036e-06,-2.839106110947453,-1.4195492304899633,4.4574904174133945,432.6227144191672,0.00041862919843868563,774110262.36,53.717811439999835
603511_2024,0.8607868621690861,A级,387,2.0,0.00026207936130860545,1.4628238199390967e-05,-2.8391314096650717,-1.4195583907134361,10.929553570657344,179.53813893302055,0.0002620860284377816,1207062621.11,16.915989439001294
931_2022,0.8606924755399045,A级,388,2.01,0.00026728149458397107,2.1789436303207492e-05,-2.840373686515578,-1.4201759485396375,2.3164635018941793,127.49261800741773,0.0002673128984692344,770828040.38,11.266563049998693
688068_2024,0.8604535967103788,A级,389,2.01,0.00029043140737003057,7.782322901474787e-05,-2.843555619494915,-1.4217388981329502,1.3375270887830957,28.99546181611641,0.0002904973958937411,175910739.76000002,2.7319372300007836
200596_2020,0.8604336401990257,A级,390,2.02,0.00046438570545118997,2.065003920305187e-06,-2.843741005420706,-1.421869470208393,5.724844691199349,922.2280044802026,0.00046442361224294476,2216275050.93,223.883691830001
300965_2020,0.8603130752939249,A级,391,2.02,0.0003820693288765868,0.0001282471270682584,-2.845444865615119,-1.4226583092440253,1.1056506081566924,42.65670666665819,0.0003822048271680474,55934900.879999995,1.9791647639999517
603818_2024,0.8602299349358543,A级,392,2.03,0.0002586858110854282,1.2938273413774452e-05,-2.8464175068030286,-1.4232022842648073,3.6077116783665346,201.59147565265596,0.0002587046931103223,1373110409.92,18.993843275999247
688091_2024,0.8602013537058572,A级,393,2.04,0.0026598730229975675,1.1827770140436155e-05,-2.846790402522199,-1.4233892873760292,0.37945769669531626,9.848622082859828,0.002679378213413342,6524097.9399999995,223.8836918299976
2002_2022,0.8601862483630005,A级,394,2.04,0.0011691401434562171,1.2729713483540326e-06,-2.8469775113237783,-1.423488119176215,0.4725396271518558,115.25926711280793,0.001172051879841828,412478158.66999996,917.4339789999989
603896_2022,0.8601769420551892,A级,395,2.05,0.0007758536057067936,1.2786031028117425e-05,-2.8471108061261443,-1.423549010047558,0.4779509262309846,47.05287172530948,0.0007771279247898719,106859282.95,59.67978380000155
2058_2020,0.8601609514160934,A级,396,2.05,0.0005019670127598156,0.0002297043546479443,-2.847536971630717,-1.4236536336380345,6.0460705280547895,14.544751998230653,0.0005020260186776242,16400140.69,1.1852741229989896
300199_2019,0.860086327173699,A级,397,2.06,0.0008855536187110252,1.4411821699403294e-05,-2.848298191335684,-1.4241418897569922,2.7600761939000535,4.644872382969033,0.000886006807450389,69356780.01,60.44633374000183
300653_2022,0.8600283828995298,A级,398,2.06,0.0011265566599801787,1.4784857435663746e-05,-2.8490568066185897,-1.424521010880577,0.6198956405451556,24.22957106263847,0.0011286602884941848,38455653.94,75.19665157999874
