Stkcd,ShortName,Accper,Typrep,C001014000,Year
300481,濮阳惠成,2023-12-31,A,904943818.84,2023
300481,濮阳惠成,2024-12-31,A,1041219652.7,2024
300482,万孚生物,2019-12-31,A,921943021.34,2019
300482,万孚生物,2020-12-31,A,970900685.61,2020
300482,万孚生物,2021-12-31,A,1163051617.84,2021
300482,万孚生物,2022-12-31,A,2506982916.79,2022
300482,万孚生物,2023-12-31,A,866983208.97,2023
300482,万孚生物,2024-12-31,A,759546414.37,2024
300484,蓝海华腾,2019-12-31,A,272433556.66,2019
300484,蓝海华腾,2020-12-31,A,199044090.18,2020
300484,蓝海华腾,2021-12-31,A,344248106.01,2021
300484,蓝海华腾,2022-12-31,A,218298307.45,2022
300484,蓝海华腾,2023-12-31,A,246900408.89,2023
300484,蓝海华腾,2024-12-31,A,200326540.36,2024
300485,赛升药业,2019-12-31,A,156811167.69,2019
300485,赛升药业,2020-12-31,A,153172863.96,2020
300485,赛升药业,2021-12-31,A,120775433.53,2021
300485,赛升药业,2022-12-31,A,97139090.37,2022
300485,赛升药业,2023-12-31,A,123286959.14,2023
300485,赛升药业,2024-12-31,A,74942190.41,2024
300486,东杰智能,2019-12-31,A,368028259.42,2019
300486,东杰智能,2020-12-31,A,425033911.73,2020
300486,东杰智能,2021-12-31,A,569722088.89,2021
300486,东杰智能,2022-12-31,A,399502599.75,2022
300486,东杰智能,2023-12-31,A,641620470.4,2023
300486,东杰智能,2024-12-31,A,572473729.89,2024
300487,蓝晓科技,2019-12-31,A,288405716.43,2019
300487,蓝晓科技,2020-12-31,A,187268116.38,2020
300487,蓝晓科技,2021-12-31,A,432836056.47,2021
300487,蓝晓科技,2022-12-31,A,710022846.26,2022
300487,蓝晓科技,2023-12-31,A,801504396.03,2023
300487,蓝晓科技,2024-12-31,A,788490323.13,2024
300488,恒锋工具,2019-12-31,A,75719412.36,2019
300488,恒锋工具,2020-12-31,A,73457044.29,2020
300488,恒锋工具,2021-12-31,A,107107083.73,2021
300488,恒锋工具,2022-12-31,A,155379285.11,2022
300488,恒锋工具,2023-12-31,A,173336201.99,2023
300488,恒锋工具,2024-12-31,A,165978545.31,2024
300489,中飞股份,2019-12-31,A,85400312.8,2019
300489,中飞股份,2020-12-31,A,255273700.5,2020
300489,光智科技,2021-12-31,A,740731832.9,2021
300489,光智科技,2022-12-31,A,702284084.64,2022
300489,光智科技,2023-12-31,A,790865450.98,2023
300489,光智科技,2024-12-31,A,1419978415.36,2024
300490,华自科技,2019-12-31,A,547736157.65,2019
300490,华自科技,2020-12-31,A,638829054.08,2020
300490,华自科技,2021-12-31,A,1153175246.63,2021
300490,华自科技,2022-12-31,A,1631887721.4,2022
300490,华自科技,2023-12-31,A,1581419619.56,2023
300490,华自科技,2024-12-31,A,1725859156.52,2024
300491,通合科技,2019-12-31,A,56277820.45,2019
300491,通合科技,2020-12-31,A,61735893.02,2020
300491,通合科技,2021-12-31,A,93246543.6,2021
300491,通合科技,2022-12-31,A,157602417.58,2022
300491,通合科技,2023-12-31,A,233391376.78,2023
300491,通合科技,2024-12-31,A,268453307.4,2024
300497,富祥股份,2019-12-31,A,309662657.08,2019
300497,富祥药业,2020-12-31,A,498947284.2,2020
300497,富祥药业,2021-12-31,A,587941640.11,2021
300497,富祥药业,2022-12-31,A,941169692.73,2022
300497,富祥药业,2023-12-31,A,961591540.7,2023
300497,富祥药业,2024-12-31,A,777622813.66,2024
300499,高澜股份,2019-12-31,A,458925902.81,2019
300499,高澜股份,2020-12-31,A,482784806.65,2020
300499,高澜股份,2021-12-31,A,686997156.0,2021
300499,高澜股份,2022-12-31,A,1069650782.18,2022
300499,高澜股份,2023-12-31,A,404406351.03,2023
300499,高澜股份,2024-12-31,A,367711047.88,2024
300501,海顺新材,2019-12-31,A,208725074.42,2019
300501,海顺新材,2020-12-31,A,390853866.28,2020
300501,海顺新材,2021-12-31,A,604927635.76,2021
300501,海顺新材,2022-12-31,A,719122906.69,2022
300501,海顺新材,2023-12-31,A,577637612.87,2023
300501,海顺新材,2024-12-31,A,596445491.3,2024
300502,新易盛,2019-12-31,A,724539549.45,2019
300502,新易盛,2020-12-31,A,1662041847.78,2020
300502,新易盛,2021-12-31,A,2399678037.61,2021
300502,新易盛,2022-12-31,A,2281519605.12,2022
300502,新易盛,2023-12-31,A,1573175050.38,2023
300502,新易盛,2024-12-31,A,5847719977.5,2024
300503,昊志机电,2019-12-31,A,122033981.47,2019
300503,昊志机电,2020-12-31,A,301910391.37,2020
300503,昊志机电,2021-12-31,A,361774685.0,2021
300503,昊志机电,2022-12-31,A,451520554.34,2022
300503,昊志机电,2023-12-31,A,354729171.99,2023
300503,昊志机电,2024-12-31,A,258945557.6,2024
300504,天邑股份,2019-12-31,A,1839962254.03,2019
300504,天邑股份,2020-12-31,A,1404540030.36,2020
300504,天邑股份,2021-12-31,A,2109909878.83,2021
300504,天邑股份,2022-12-31,A,2331722305.37,2022
300504,天邑股份,2023-12-31,A,2051584131.58,2023
300504,天邑股份,2024-12-31,A,1440794748.05,2024
300505,川金诺,2019-12-31,A,918274196.81,2019
300505,川金诺,2020-12-31,A,795425720.95,2020
300505,川金诺,2021-12-31,A,1268558007.34,2021
300505,川金诺,2022-12-31,A,2099440131.16,2022
300505,川金诺,2023-12-31,A,2173277037.17,2023
300505,川金诺,2024-12-31,A,2710896061.07,2024
300507,苏奥传感,2019-12-31,A,514727644.25,2019
300507,苏奥传感,2020-12-31,A,585638041.83,2020
300507,苏奥传感,2021-12-31,A,660824631.87,2021
300507,苏奥传感,2022-12-31,A,717414842.97,2022
300507,苏奥传感,2023-12-31,A,713914991.7,2023
300507,苏奥传感,2024-12-31,A,946278656.0,2024
300509,新美星,2019-12-31,A,508359106.94,2019
300509,新美星,2020-12-31,A,543721464.33,2020
300509,新美星,2021-12-31,A,686852374.44,2021
300509,新美星,2022-12-31,A,676272394.98,2022
300509,新美星,2023-12-31,A,848024330.77,2023
300509,新美星,2024-12-31,A,856443347.87,2024
300510,金冠股份,2019-12-31,A,688020141.62,2019
300510,金冠股份,2020-12-31,A,533527831.99,2020
300510,金冠股份,2021-12-31,A,666167045.82,2021
300510,金冠股份,2022-12-31,A,724419350.91,2022
300510,金冠股份,2023-12-31,A,633549640.92,2023
300510,金冠股份,2024-12-31,A,722380816.13,2024
300512,中亚股份,2019-12-31,A,508948365.22,2019
300512,中亚股份,2020-12-31,A,487794143.6,2020
300512,中亚股份,2021-12-31,A,739629158.03,2021
300512,中亚股份,2022-12-31,A,794871168.09,2022
300512,中亚股份,2023-12-31,A,646970365.32,2023
300512,中亚股份,2024-12-31,A,679168127.46,2024
300514,友讯达,2019-12-31,A,447022378.47,2019
300514,友讯达,2020-12-31,A,423893581.6,2020
300514,友讯达,2021-12-31,A,465176922.06,2021
300514,友讯达,2022-12-31,A,726825572.85,2022
300514,友讯达,2023-12-31,A,583248199.73,2023
300514,友讯达,2024-12-31,A,373326252.95,2024
300515,三德科技,2019-12-31,A,87943628.94,2019
300515,三德科技,2020-12-31,A,115021721.67,2020
300515,三德科技,2021-12-31,A,138792142.98,2021
300515,三德科技,2022-12-31,A,151521658.66,2022
300515,三德科技,2023-12-31,A,157715888.77,2023
300515,三德科技,2024-12-31,A,159315129.15,2024
300516,久之洋,2019-12-31,A,365308140.56,2019
300516,久之洋,2020-12-31,A,396290270.3,2020
300516,久之洋,2021-12-31,A,525462399.78,2021
300516,久之洋,2022-12-31,A,576412223.82,2022
300516,久之洋,2023-12-31,A,464892327.35,2023
300516,久之洋,2024-12-31,A,320427522.32,2024
300519,新光药业,2019-12-31,A,73283130.45,2019
300519,新光药业,2020-12-31,A,54609483.18,2020
300519,新光药业,2021-12-31,A,66403995.75,2021
300519,新光药业,2022-12-31,A,111383026.77,2022
300519,新光药业,2023-12-31,A,132450515.66,2023
300519,新光药业,2024-12-31,A,141119970.99,2024
300521,爱司凯,2019-12-31,A,90739128.47,2019
300521,爱司凯,2020-12-31,A,75144773.32,2020
300521,爱司凯,2021-12-31,A,77161107.6,2021
300521,爱司凯,2022-12-31,A,84230888.64,2022
300521,爱司凯,2023-12-31,A,78377413.54,2023
300521,爱司凯,2024-12-31,A,96759332.2,2024
300522,世名科技,2019-12-31,A,119607043.49,2019
300522,世名科技,2020-12-31,A,128124296.19,2020
300522,世名科技,2021-12-31,A,287977392.18,2021
300522,世名科技,2022-12-31,A,291428731.02,2022
300522,世名科技,2023-12-31,A,256888886.47,2023
300522,世名科技,2024-12-31,A,246318505.81,2024
300526,中潜股份,2019-12-31,A,283705565.21,2019
300526,中潜股份,2020-12-31,A,93777207.16,2020
300526,中潜股份,2021-12-31,A,9024370.31,2021
300527,中国应急,2019-12-31,A,1980713598.66,2019
300527,中船应急,2020-12-31,A,1386504955.31,2020
300527,中船应急,2021-12-31,A,1414828155.2,2021
300527,中船应急,2022-12-31,A,1043924456.31,2022
300527,中船应急,2023-12-31,A,1019551194.94,2023
300527,中船应急,2024-12-31,A,742999826.27,2024
300529,健帆生物,2019-12-31,A,195520112.01,2019
300529,健帆生物,2020-12-31,A,293301767.18,2020
300529,健帆生物,2021-12-31,A,469691973.56,2021
300529,健帆生物,2022-12-31,A,564199982.58,2022
300529,健帆生物,2023-12-31,A,318419892.98,2023
300529,健帆生物,2024-12-31,A,337539883.33,2024
300530,达志科技,2019-12-31,A,130957131.34,2019
300530,达志科技,2020-12-31,A,74162426.92,2020
300530,达志科技,2022-12-31,A,409023356.18,2022
300530,领湃科技,2023-12-31,A,151935570.15,2023
300530,领湃科技,2024-12-31,A,140104681.17,2024
300531,优博讯,2019-12-31,A,701266042.11,2019
300531,优博讯,2020-12-31,A,781476591.59,2020
300531,优博讯,2021-12-31,A,1081745632.58,2021
300531,优博讯,2022-12-31,A,1219307062.36,2022
300531,优博讯,2023-12-31,A,979290636.51,2023
300531,优博讯,2024-12-31,A,1087306865.27,2024
300534,陇神戎发,2019-12-31,A,156977561.42,2019
300534,陇神戎发,2020-12-31,A,181308718.14,2020
300534,陇神戎发,2021-12-31,A,208149901.34,2021
300534,陇神戎发,2022-12-31,A,256901006.32,2022
300534,陇神戎发,2023-12-31,A,361700121.16,2023
300534,陇神戎发,2024-12-31,A,349504266.72,2024
300535,达威股份,2019-12-31,A,194928629.3,2019
300535,达威股份,2020-12-31,A,331323257.41,2020
300535,达威股份,2021-12-31,A,479625229.72,2021
300535,达威股份,2022-12-31,A,236326164.04,2022
300535,达威股份,2023-12-31,A,327738570.85,2023
300535,达威股份,2024-12-31,A,302779752.73,2024
300537,广信材料,2019-12-31,A,679450407.72,2019
300537,广信材料,2020-12-31,A,565336262.87,2020
300537,广信材料,2021-12-31,A,490175364.42,2021
300537,广信材料,2022-12-31,A,435706870.23,2022
300537,广信材料,2023-12-31,A,139179700.43,2023
300537,广信材料,2024-12-31,A,78119889.15,2024
300539,横河模具,2019-12-31,A,375564166.64,2019
300539,横河模具,2020-12-31,A,363327007.13,2020
300539,横河精密,2021-12-31,A,435261728.29,2021
300539,横河精密,2022-12-31,A,321937124.82,2022
300539,横河精密,2023-12-31,A,283149014.64,2023
300539,横河精密,2024-12-31,A,411781528.41,2024
300540,深冷股份,2019-12-31,A,142989032.1,2019
300540,深冷股份,2020-12-31,A,248615056.8,2020
300540,深冷股份,2021-12-31,A,310972142.47,2021
300540,蜀道装备,2022-12-31,A,207841439.2,2022
300540,蜀道装备,2023-12-31,A,726214659.61,2023
300540,蜀道装备,2024-12-31,A,616198638.95,2024
300543,朗科智能,2019-12-31,A,740314434.38,2019
300543,朗科智能,2020-12-31,A,898173284.87,2020
300543,朗科智能,2021-12-31,A,1918123184.32,2021
300543,朗科智能,2022-12-31,A,1321732098.86,2022
300543,朗科智能,2023-12-31,A,873387624.79,2023
300543,朗科智能,2024-12-31,A,1136070024.04,2024
300545,联得装备,2019-12-31,A,433783219.13,2019
300545,联得装备,2020-12-31,A,493675514.85,2020
300545,联得装备,2021-12-31,A,597338624.72,2021
300545,联得装备,2022-12-31,A,688668026.84,2022
300545,联得装备,2023-12-31,A,760482452.06,2023
300545,联得装备,2024-12-31,A,874962224.4,2024
300546,雄帝科技,2019-12-31,A,311684469.05,2019
300546,雄帝科技,2020-12-31,A,233742225.02,2020
300546,雄帝科技,2021-12-31,A,283450270.34,2021
300546,雄帝科技,2022-12-31,A,396900470.61,2022
300546,雄帝科技,2023-12-31,A,234455658.29,2023
300546,雄帝科技,2024-12-31,A,302121465.01,2024
300547,川环科技,2019-12-31,A,149720230.71,2019
300547,川环科技,2020-12-31,A,124699737.08,2020
300547,川环科技,2021-12-31,A,205575383.67,2021
300547,川环科技,2022-12-31,A,244904082.55,2022
300547,川环科技,2023-12-31,A,252409543.35,2023
300547,川环科技,2024-12-31,A,294031073.1,2024
300548,博创科技,2019-12-31,A,217308543.35,2019
300548,博创科技,2020-12-31,A,412472537.51,2020
300548,博创科技,2021-12-31,A,616100365.42,2021
300548,博创科技,2022-12-31,A,629014881.07,2022
300548,博创科技,2023-12-31,A,1054450742.07,2023
300548,博创科技,2024-12-31,A,1026810841.63,2024
300549,优德精密,2019-12-31,A,259762973.91,2019
300549,优德精密,2020-12-31,A,172178118.19,2020
300549,优德精密,2021-12-31,A,240972266.37,2021
300549,优德精密,2022-12-31,A,212515006.09,2022
300549,优德精密,2023-12-31,A,225803679.95,2023
300549,优德精密,2024-12-31,A,184938944.03,2024
300551,古鳌科技,2019-12-31,A,303263399.48,2019
300551,古鳌科技,2020-12-31,A,250110137.04,2020
300551,古鳌科技,2021-12-31,A,142553613.24,2021
300551,古鳌科技,2022-12-31,A,153386806.67,2022
300551,古鳌科技,2023-12-31,A,419827777.92,2023
300551,古鳌科技,2024-12-31,A,103341039.88,2024
300553,集智股份,2019-12-31,A,33847861.64,2019
300553,集智股份,2020-12-31,A,40132989.24,2020
300553,集智股份,2021-12-31,A,79699785.61,2021
300553,集智股份,2022-12-31,A,117598977.0,2022
300553,集智股份,2023-12-31,A,108294987.77,2023
300553,集智股份,2024-12-31,A,115497335.47,2024
300554,三超新材,2019-12-31,A,151785224.85,2019
300554,三超新材,2020-12-31,A,156831166.58,2020
300554,三超新材,2021-12-31,A,122473397.35,2021
300554,三超新材,2022-12-31,A,186055258.01,2022
300554,三超新材,2023-12-31,A,201651685.44,2023
300554,三超新材,2024-12-31,A,122728191.65,2024
300555,路通视信,2019-12-31,A,174170040.23,2019
300555,路通视信,2020-12-31,A,143701002.06,2020
300555,路通视信,2021-12-31,A,151192063.68,2021
300555,路通视信,2022-12-31,A,167836789.06,2022
300557,理工光科,2019-12-31,A,184599621.9,2019
300557,理工光科,2020-12-31,A,326385114.46,2020
300557,理工光科,2021-12-31,A,382914302.83,2021
300557,理工光科,2022-12-31,A,350063014.94,2022
300557,理工光科,2023-12-31,A,307819011.69,2023
300557,理工光科,2024-12-31,A,318477372.63,2024
300558,贝达药业,2019-12-31,A,58376833.05,2019
300558,贝达药业,2020-12-31,A,123087197.14,2020
300558,贝达药业,2021-12-31,A,260181003.44,2021
300558,贝达药业,2022-12-31,A,266889742.17,2022
300558,贝达药业,2023-12-31,A,264387003.74,2023
300558,贝达药业,2024-12-31,A,414772859.69,2024
300562,乐心医疗,2019-12-31,A,589009583.25,2019
300562,乐心医疗,2020-12-31,A,933406856.63,2020
300562,乐心医疗,2021-12-31,A,1455243294.12,2021
300562,乐心医疗,2022-12-31,A,952121839.86,2022
300562,乐心医疗,2023-12-31,A,541949542.97,2023
300562,乐心医疗,2024-12-31,A,651647644.72,2024
300563,神宇股份,2019-12-31,A,316326526.36,2019
300563,神宇股份,2020-12-31,A,470954908.91,2020
300563,神宇股份,2021-12-31,A,687493981.63,2021
300563,神宇股份,2022-12-31,A,636057178.77,2022
300563,神宇股份,2023-12-31,A,634532460.64,2023
300563,神宇股份,2024-12-31,A,773212682.09,2024
300565,科信技术,2019-12-31,A,351286035.26,2019
300565,科信技术,2020-12-31,A,481869882.52,2020
300565,科信技术,2021-12-31,A,809669915.64,2021
300565,科信技术,2022-12-31,A,786064968.5,2022
300565,科信技术,2023-12-31,A,447453025.24,2023
300565,科信技术,2024-12-31,A,367605124.07,2024
300566,激智科技,2019-12-31,A,700701412.38,2019
300566,激智科技,2020-12-31,A,1017158151.73,2020
300566,激智科技,2021-12-31,A,1629619626.38,2021
300566,激智科技,2022-12-31,A,1708062348.64,2022
300566,激智科技,2023-12-31,A,1721650694.09,2023
300566,激智科技,2024-12-31,A,1516806082.73,2024
300567,精测电子,2019-12-31,A,1292690350.96,2019
300567,精测电子,2020-12-31,A,1187144462.95,2020
300567,精测电子,2021-12-31,A,1691545362.72,2021
300567,精测电子,2022-12-31,A,1744680922.73,2022
300567,精测电子,2023-12-31,A,1871922874.52,2023
300567,精测电子,2024-12-31,A,1860280096.71,2024
300568,星源材质,2019-12-31,A,161649026.72,2019
300568,星源材质,2020-12-31,A,276664455.46,2020
300568,星源材质,2021-12-31,A,807995283.37,2021
300568,星源材质,2022-12-31,A,871898948.79,2022
300568,星源材质,2023-12-31,A,1151064558.28,2023
300568,星源材质,2024-12-31,A,1726320862.74,2024
300569,天能重工,2019-12-31,A,1820291904.39,2019
300569,天能重工,2020-12-31,A,1933500936.41,2020
300569,天能重工,2021-12-31,A,2690389226.75,2021
300569,天能重工,2022-12-31,A,2937801589.65,2022
300569,天能重工,2023-12-31,A,2361250698.69,2023
300569,天能重工,2024-12-31,A,1608177137.24,2024
300570,太辰光,2019-12-31,A,473160993.2,2019
300570,太辰光,2020-12-31,A,283673784.16,2020
300570,太辰光,2021-12-31,A,335596834.06,2021
300570,太辰光,2022-12-31,A,497892412.71,2022
300570,太辰光,2023-12-31,A,444206765.12,2023
300570,太辰光,2024-12-31,A,826435644.86,2024
300572,安车检测,2019-12-31,A,413628183.41,2019
300572,安车检测,2020-12-31,A,502412519.9,2020
300572,安车检测,2021-12-31,A,382558959.07,2021
300572,安车检测,2022-12-31,A,380778442.51,2022
300572,安车检测,2023-12-31,A,146849952.81,2023
300572,安车检测,2024-12-31,A,166309212.18,2024
300573,兴齐眼药,2019-12-31,A,55796127.85,2019
300573,兴齐眼药,2020-12-31,A,78702311.44,2020
300573,兴齐眼药,2021-12-31,A,104364263.0,2021
300573,兴齐眼药,2022-12-31,A,114345486.43,2022
300573,兴齐眼药,2023-12-31,A,129076519.57,2023
300573,兴齐眼药,2024-12-31,A,146862617.13,2024
300575,中旗股份,2019-12-31,A,995770786.27,2019
300575,中旗股份,2020-12-31,A,1437662174.35,2020
300575,中旗股份,2021-12-31,A,1478695682.55,2021
300575,中旗股份,2022-12-31,A,1914512426.15,2022
300575,中旗股份,2023-12-31,A,1808245927.74,2023
300575,中旗股份,2024-12-31,A,1185763299.46,2024
300576,容大感光,2019-12-31,A,59501957.42,2019
300576,容大感光,2020-12-31,A,57294136.87,2020
300576,容大感光,2021-12-31,A,37059366.46,2021
300576,容大感光,2022-12-31,A,104546515.93,2022
300576,容大感光,2023-12-31,A,249223786.07,2023
300576,容大感光,2024-12-31,A,349295173.89,2024
300577,开润股份,2019-12-31,A,2015636997.71,2019
300577,开润股份,2020-12-31,A,1555998024.03,2020
300577,开润股份,2021-12-31,A,1723849281.86,2021
300577,开润股份,2022-12-31,A,2168722606.95,2022
300577,开润股份,2023-12-31,A,1998347681.6,2023
300577,开润股份,2024-12-31,A,2584059959.72,2024
300580,贝斯特,2019-12-31,A,365464188.42,2019
300580,贝斯特,2020-12-31,A,422550038.45,2020
300580,贝斯特,2021-12-31,A,570079286.28,2021
300580,贝斯特,2022-12-31,A,554382689.09,2022
300580,贝斯特,2023-12-31,A,646315491.21,2023
300580,贝斯特,2024-12-31,A,400764795.78,2024
300581,晨曦航空,2019-12-31,A,114903375.88,2019
300581,晨曦航空,2020-12-31,A,113414922.21,2020
300581,晨曦航空,2021-12-31,A,123760698.04,2021
300581,晨曦航空,2022-12-31,A,112427582.1,2022
300581,晨曦航空,2023-12-31,A,91033140.1,2023
300581,晨曦航空,2024-12-31,A,77969854.95,2024
300582,英飞特,2019-12-31,A,391668500.64,2019
300582,英飞特,2020-12-31,A,441598533.2,2020
300582,英飞特,2021-12-31,A,759784010.94,2021
300582,英飞特,2022-12-31,A,632523334.41,2022
300582,英飞特,2023-12-31,A,1965879631.63,2023
300582,英飞特,2024-12-31,A,1450287546.75,2024
300583,赛托生物,2019-12-31,A,487109634.11,2019
300583,赛托生物,2020-12-31,A,257224404.2,2020
300583,赛托生物,2021-12-31,A,282829156.4,2021
300583,赛托生物,2022-12-31,A,518888763.62,2022
300583,赛托生物,2023-12-31,A,581845378.25,2023
300583,赛托生物,2024-12-31,A,350267677.45,2024
300584,海辰药业,2019-12-31,A,73719868.71,2019
300584,海辰药业,2020-12-31,A,84299985.94,2020
300584,海辰药业,2021-12-31,A,49827788.42,2021
300584,海辰药业,2022-12-31,A,118510228.51,2022
300584,海辰药业,2023-12-31,A,72468399.72,2023
300584,海辰药业,2024-12-31,A,50615347.36,2024
300585,奥联电子,2019-12-31,A,165720840.12,2019
300585,奥联电子,2020-12-31,A,146794395.68,2020
300585,奥联电子,2021-12-31,A,274625123.75,2021
300585,奥联电子,2022-12-31,A,210827247.3,2022
300585,奥联电子,2023-12-31,A,222923292.44,2023
300585,奥联电子,2024-12-31,A,254271158.99,2024
300586,美联新材,2019-12-31,A,920049026.94,2019
300586,美联新材,2020-12-31,A,1023864100.09,2020
300586,美联新材,2021-12-31,A,1125680094.3,2021
300586,美联新材,2022-12-31,A,1050694289.41,2022
300586,美联新材,2023-12-31,A,800352209.33,2023
300586,美联新材,2024-12-31,A,1012331560.99,2024
300587,天铁股份,2019-12-31,A,347093516.28,2019
300587,天铁股份,2020-12-31,A,554623202.64,2020
300587,天铁股份,2021-12-31,A,676077819.74,2021
300587,天铁股份,2022-12-31,A,701050317.27,2022
300587,天铁股份,2023-12-31,A,2030595659.05,2023
300587,天铁股份,2024-12-31,A,1587064579.11,2024
300589,江龙船艇,2019-12-31,A,513641846.59,2019
300589,江龙船艇,2020-12-31,A,486544120.73,2020
300589,江龙船艇,2021-12-31,A,611824275.99,2021
300589,江龙船艇,2022-12-31,A,614486391.3,2022
300589,江龙船艇,2023-12-31,A,914713393.56,2023
300589,江龙船艇,2024-12-31,A,1128551737.76,2024
300590,移为通信,2019-12-31,A,422500996.64,2019
300590,移为通信,2020-12-31,A,394032755.79,2020
300590,移为通信,2021-12-31,A,1014627311.96,2021
300590,移为通信,2022-12-31,A,869336530.39,2022
300590,移为通信,2023-12-31,A,505336958.96,2023
300590,移为通信,2024-12-31,A,486591494.35,2024
300591,万里马,2019-12-31,A,398168473.98,2019
300591,万里马,2020-12-31,A,285302117.07,2020
300591,万里马,2021-12-31,A,241897429.37,2021
300591,万里马,2022-12-31,A,367165560.86,2022
300591,万里马,2023-12-31,A,426086700.97,2023
300591,万里马,2024-12-31,A,539094931.38,2024
300593,新雷能,2019-12-31,A,295629157.53,2019
300593,新雷能,2020-12-31,A,314360871.91,2020
300593,新雷能,2021-12-31,A,625947985.81,2021
300593,新雷能,2022-12-31,A,849831339.82,2022
300593,新雷能,2023-12-31,A,686443907.42,2023
300593,新雷能,2024-12-31,A,468014711.43,2024
300594,朗进科技,2019-12-31,A,177387020.56,2019
300594,朗进科技,2020-12-31,A,140023779.5,2020
300594,朗进科技,2021-12-31,A,189311312.52,2021
300594,朗进科技,2022-12-31,A,356702178.19,2022
300594,朗进科技,2023-12-31,A,243736712.09,2023
300594,朗进科技,2024-12-31,A,302616936.68,2024
300595,欧普康视,2019-12-31,A,137455909.86,2019
300595,欧普康视,2020-12-31,A,191871470.98,2020
300595,欧普康视,2021-12-31,A,348492948.62,2021
300595,欧普康视,2022-12-31,A,408500869.75,2022
300595,欧普康视,2023-12-31,A,512287535.16,2023
300595,欧普康视,2024-12-31,A,472119428.53,2024
300596,利安隆,2019-12-31,A,702675950.33,2019
300596,利安隆,2020-12-31,A,1015500430.32,2020
300596,利安隆,2021-12-31,A,1675432098.41,2021
300596,利安隆,2022-12-31,A,2619477682.14,2022
300596,利安隆,2023-12-31,A,3212089062.36,2023
300596,利安隆,2024-12-31,A,3282106620.61,2024
300599,雄塑科技,2019-12-31,A,1609862800.04,2019
300599,雄塑科技,2020-12-31,A,1706078390.52,2020
300599,雄塑科技,2021-12-31,A,2207267733.09,2021
300599,雄塑科技,2022-12-31,A,1410664595.85,2022
300599,雄塑科技,2023-12-31,A,1003955845.23,2023
300599,雄塑科技,2024-12-31,A,877351966.79,2024
300600,瑞特股份,2019-12-31,A,395520816.11,2019
300600,国瑞科技,2020-12-31,A,226363460.61,2020
300600,国瑞科技,2021-12-31,A,187337790.13,2021
300600,国瑞科技,2022-12-31,A,158432629.88,2022
300600,国瑞科技,2023-12-31,A,141193977.89,2023
300601,康泰生物,2019-12-31,A,167185206.19,2019
300601,康泰生物,2020-12-31,A,373231871.52,2020
300601,康泰生物,2021-12-31,A,932446532.03,2021
300601,康泰生物,2022-12-31,A,743303946.67,2022
300601,康泰生物,2023-12-31,A,333315413.24,2023
300601,康泰生物,2024-12-31,A,370479559.48,2024
300602,飞荣达,2019-12-31,A,1384067651.31,2019
300602,飞荣达,2020-12-31,A,1920517686.25,2020
300602,飞荣达,2021-12-31,A,1852256760.72,2021
300602,飞荣达,2022-12-31,A,2871171839.92,2022
300602,飞荣达,2023-12-31,A,2350453189.02,2023
300602,飞荣达,2024-12-31,A,3140259109.95,2024
300604,长川科技,2019-12-31,A,155738120.26,2019
300604,长川科技,2020-12-31,A,385249640.49,2020
300604,长川科技,2021-12-31,A,835619033.42,2021
300604,长川科技,2022-12-31,A,1642282269.47,2022
300604,长川科技,2023-12-31,A,1618181223.31,2023
300604,长川科技,2024-12-31,A,1887602513.98,2024
300606,金太阳,2019-12-31,A,254223775.8,2019
300606,金太阳,2020-12-31,A,284267054.41,2020
300606,金太阳,2021-12-31,A,281015312.38,2021
300606,金太阳,2022-12-31,A,265121128.3,2022
300606,金太阳,2023-12-31,A,210761773.15,2023
300606,金太阳,2024-12-31,A,286376866.47,2024
300607,拓斯达,2019-12-31,A,689992975.81,2019
300607,拓斯达,2020-12-31,A,1656100090.87,2020
300607,拓斯达,2021-12-31,A,2743490993.25,2021
300607,拓斯达,2022-12-31,A,2619192960.16,2022
300607,拓斯达,2023-12-31,A,2434634982.55,2023
300607,拓斯达,2024-12-31,A,2313055338.54,2024
300610,晨化股份,2019-12-31,A,264588337.81,2019
300610,晨化股份,2020-12-31,A,380821893.22,2020
300610,晨化股份,2021-12-31,A,530727364.56,2021
300610,晨化股份,2022-12-31,A,542716066.65,2022
300610,晨化股份,2023-12-31,A,513348017.2,2023
300610,晨化股份,2024-12-31,A,445129546.04,2024
300611,美力科技,2019-12-31,A,294848504.12,2019
300611,美力科技,2020-12-31,A,242545494.48,2020
300611,美力科技,2021-12-31,A,291156498.44,2021
300611,美力科技,2022-12-31,A,386668264.95,2022
300611,美力科技,2023-12-31,A,459657364.41,2023
300611,美力科技,2024-12-31,A,483970326.75,2024
300615,欣天科技,2019-12-31,A,136354205.91,2019
300615,欣天科技,2020-12-31,A,130914741.93,2020
300615,欣天科技,2021-12-31,A,167180511.11,2021
300615,欣天科技,2022-12-31,A,241498228.37,2022
300615,欣天科技,2023-12-31,A,561230644.45,2023
300615,欣天科技,2024-12-31,A,174598218.19,2024
300616,尚品宅配,2019-12-31,A,4206376619.53,2019
300616,尚品宅配,2020-12-31,A,4554240900.26,2020
300616,尚品宅配,2021-12-31,A,4316977676.79,2021
300616,尚品宅配,2022-12-31,A,3202124113.2,2022
300616,尚品宅配,2023-12-31,A,2724923775.28,2023
300616,尚品宅配,2024-12-31,A,2302100757.46,2024
300617,安靠智电,2019-12-31,A,136829880.88,2019
300617,安靠智电,2020-12-31,A,285963142.89,2020
