Stkcd,ShortName,Accper,Typrep,C001014000,Year
002693,双成药业,2024-12-31,A,57463066.86,2024
002694,顾地科技,2019-12-31,A,1286179616.57,2019
002694,顾地科技,2020-12-31,A,1078639096.76,2020
002694,顾地科技,2021-12-31,A,1305254272.39,2021
002694,顾地科技,2022-12-31,A,905507767.24,2022
002694,顾地科技,2023-12-31,A,731391729.59,2023
002694,顾地科技,2024-12-31,A,666932609.12,2024
002695,煌上煌,2019-12-31,A,1927545176.77,2019
002695,煌上煌,2020-12-31,A,1875931402.47,2020
002695,煌上煌,2021-12-31,A,1507835050.11,2021
002695,煌上煌,2022-12-31,A,1067577256.74,2022
002695,煌上煌,2023-12-31,A,1407238220.11,2023
002695,煌上煌,2024-12-31,A,1116439547.53,2024
002698,博实股份,2019-12-31,A,889983633.6,2019
002698,博实股份,2020-12-31,A,780421814.44,2020
002698,博实股份,2021-12-31,A,1091852260.0,2021
002698,博实股份,2022-12-31,A,1256546781.63,2022
002698,博实股份,2023-12-31,A,1347715035.13,2023
002698,博实股份,2024-12-31,A,1042709208.4,2024
002701,奥瑞金,2019-12-31,A,5553912454.0,2019
002701,奥瑞金,2020-12-31,A,8678375943.0,2020
002701,奥瑞金,2021-12-31,A,10977455153.0,2021
002701,奥瑞金,2022-12-31,A,11628442260.0,2022
002701,奥瑞金,2023-12-31,A,10282808844.0,2023
002701,奥瑞金,2024-12-31,A,9853778797.0,2024
002702,海欣食品,2019-12-31,A,806927509.87,2019
002702,海欣食品,2020-12-31,A,1137133241.69,2020
002702,海欣食品,2021-12-31,A,1204042156.52,2021
002702,海欣食品,2022-12-31,A,1096229214.65,2022
002702,海欣食品,2023-12-31,A,1368822708.16,2023
002702,海欣食品,2024-12-31,A,1374834229.53,2024
002703,浙江世宝,2019-12-31,A,157933604.11,2019
002703,浙江世宝,2020-12-31,A,279097012.15,2020
002703,浙江世宝,2021-12-31,A,197949300.87,2021
002703,浙江世宝,2022-12-31,A,500735394.32,2022
002703,浙江世宝,2023-12-31,A,525086338.57,2023
002703,浙江世宝,2024-12-31,A,638601352.34,2024
002705,新宝股份,2019-12-31,A,5960890582.59,2019
002705,新宝股份,2020-12-31,A,7700940834.7,2020
002705,新宝股份,2021-12-31,A,11716495488.79,2021
002705,新宝股份,2022-12-31,A,10239719602.04,2022
002705,新宝股份,2023-12-31,A,9498004283.9,2023
002705,新宝股份,2024-12-31,A,12238315604.4,2024
002706,良信电器,2019-12-31,A,642082928.12,2019
002706,良信股份,2020-12-31,A,663845500.39,2020
002706,良信股份,2021-12-31,A,1295649677.32,2021
002706,良信股份,2022-12-31,A,2172083331.89,2022
002706,良信股份,2023-12-31,A,1191921693.57,2023
002706,良信股份,2024-12-31,A,1257865873.48,2024
002708,光洋股份,2019-12-31,A,346504063.95,2019
002708,光洋股份,2020-12-31,A,247289772.98,2020
002708,光洋股份,2021-12-31,A,542650451.59,2021
002708,光洋股份,2022-12-31,A,517974148.55,2022
002708,光洋股份,2023-12-31,A,875110245.2,2023
002708,光洋股份,2024-12-31,A,1123145796.3,2024
002709,天赐材料,2019-12-31,A,1120004612.95,2019
002709,天赐材料,2020-12-31,A,746552553.13,2020
002709,天赐材料,2021-12-31,A,2232004755.58,2021
002709,天赐材料,2022-12-31,A,5359600652.76,2022
002709,天赐材料,2023-12-31,A,2963110200.47,2023
002709,天赐材料,2024-12-31,A,2500543004.0,2024
002715,登云股份,2019-12-31,A,138090755.2,2019
002715,登云股份,2020-12-31,A,116383359.57,2020
002715,登云股份,2021-12-31,A,146818638.64,2021
002715,登云股份,2022-12-31,A,239222119.98,2022
002715,登云股份,2023-12-31,A,165344129.59,2023
002715,登云股份,2024-12-31,A,142232523.16,2024
002716,金贵银业,2021-12-31,A,2832763477.54,2021
002716,金贵银业,2022-12-31,A,3107840888.44,2022
002716,金贵银业,2023-12-31,A,5678875976.99,2023
002716,湖南白银,2024-12-31,A,8033554860.39,2024
002718,友邦吊顶,2019-12-31,A,363576866.0,2019
002718,友邦吊顶,2020-12-31,A,404431977.64,2020
002718,友邦吊顶,2021-12-31,A,802116169.98,2021
002718,友邦吊顶,2022-12-31,A,625405747.59,2022
002718,友邦吊顶,2023-12-31,A,706129694.18,2023
002718,友邦吊顶,2024-12-31,A,615355426.47,2024
002719,麦趣尔,2019-12-31,A,435275492.81,2019
002719,麦趣尔,2021-12-31,A,920781862.55,2021
002719,麦趣尔,2022-12-31,A,799297507.95,2022
002719,麦趣尔,2023-12-31,A,479523489.34,2023
002719,麦趣尔,2024-12-31,A,438413351.07,2024
002721,金一文化,2019-12-31,A,12524201440.21,2019
002721,金一文化,2020-12-31,A,4315860972.57,2020
002721,金一文化,2021-12-31,A,2863061385.88,2021
002721,金一文化,2022-12-31,A,1579750877.43,2022
002722,金轮股份,2019-12-31,A,2504233008.84,2019
002722,金轮股份,2020-12-31,A,1763123129.37,2020
002722,金轮股份,2021-12-31,A,2618339095.57,2021
002722,物产金轮,2022-12-31,A,2172498230.05,2022
002722,物产金轮,2023-12-31,A,2233937570.2,2023
002722,物产金轮,2024-12-31,A,1946152496.93,2024
002723,金莱特,2019-12-31,A,734235774.83,2019
002723,金莱特,2020-12-31,A,717557102.98,2020
002723,金莱特,2021-12-31,A,1099206350.65,2021
002723,小崧股份,2022-12-31,A,1315568208.86,2022
002723,小崧股份,2023-12-31,A,1215499836.85,2023
002723,小崧股份,2024-12-31,A,1229481295.46,2024
002724,海洋王,2019-12-31,A,282293273.82,2019
002724,海洋王,2020-12-31,A,565812610.69,2020
002724,海洋王,2021-12-31,A,544331564.67,2021
002724,海洋王,2022-12-31,A,451868157.02,2022
002724,海洋王,2023-12-31,A,454774772.94,2023
002724,海洋王,2024-12-31,A,520884240.14,2024
002725,跃岭股份,2019-12-31,A,505006535.42,2019
002725,跃岭股份,2020-12-31,A,371333532.9,2020
002725,跃岭股份,2021-12-31,A,821849742.43,2021
002725,跃岭股份,2022-12-31,A,664722738.7,2022
002725,跃岭股份,2023-12-31,A,486198651.18,2023
002725,跃岭股份,2024-12-31,A,527202155.32,2024
002726,龙大肉食,2019-12-31,A,19720657265.13,2019
002726,龙大肉食,2020-12-31,A,24131778888.13,2020
002726,龙大美食,2021-12-31,A,19945208829.58,2021
002726,龙大美食,2022-12-31,A,13935734552.23,2022
002726,龙大美食,2023-12-31,A,14291607544.28,2023
002726,龙大美食,2024-12-31,A,10794559712.92,2024
002728,特一药业,2019-12-31,A,349725848.09,2019
002728,特一药业,2020-12-31,A,237635434.36,2020
002728,特一药业,2021-12-31,A,238360803.9,2021
002728,特一药业,2022-12-31,A,298893137.92,2022
002728,特一药业,2023-12-31,A,350816410.34,2023
002728,特一药业,2024-12-31,A,313341321.1,2024
002729,好利来,2019-12-31,A,44524649.84,2019
002729,好利来,2020-12-31,A,52009630.27,2020
002729,好利科技,2021-12-31,A,91792130.94,2021
002729,好利科技,2022-12-31,A,118661300.58,2022
002729,好利科技,2023-12-31,A,117465429.07,2023
002729,好利科技,2024-12-31,A,138580973.32,2024
002730,电光科技,2019-12-31,A,263998085.47,2019
002730,电光科技,2020-12-31,A,244139223.06,2020
002730,电光科技,2021-12-31,A,297343876.87,2021
002730,电光科技,2022-12-31,A,352080260.94,2022
002730,电光科技,2023-12-31,A,228123990.22,2023
002730,电光科技,2024-12-31,A,367649190.73,2024
002731,萃华珠宝,2019-12-31,A,2557296393.4,2019
002731,萃华珠宝,2020-12-31,A,2162378817.8,2020
002731,萃华珠宝,2021-12-31,A,3735111582.94,2021
002731,萃华珠宝,2022-12-31,A,4922308062.3,2022
002731,萃华珠宝,2023-12-31,A,4940222292.18,2023
002731,萃华珠宝,2024-12-31,A,5007203564.55,2024
002732,燕塘乳业,2019-12-31,A,974778130.08,2019
002732,燕塘乳业,2020-12-31,A,1187970168.06,2020
002732,燕塘乳业,2021-12-31,A,1440975840.97,2021
002732,燕塘乳业,2022-12-31,A,1403954689.56,2022
002732,燕塘乳业,2023-12-31,A,1317431795.9,2023
002732,燕塘乳业,2024-12-31,A,1291645462.35,2024
002733,雄韬股份,2019-12-31,A,2559983720.25,2019
002733,雄韬股份,2020-12-31,A,2125275877.68,2020
002733,雄韬股份,2021-12-31,A,3151646614.68,2021
002733,雄韬股份,2022-12-31,A,4023086158.17,2022
002733,雄韬股份,2023-12-31,A,3142655935.6,2023
002733,雄韬股份,2024-12-31,A,2654829915.03,2024
002734,利民股份,2019-12-31,A,1369731747.21,2019
002734,利民股份,2020-12-31,A,1710954741.12,2020
002734,利民股份,2021-12-31,A,2853085493.37,2021
002734,利民股份,2022-12-31,A,2910661611.68,2022
002734,利民股份,2023-12-31,A,1999886430.86,2023
002734,利民股份,2024-12-31,A,1920310973.84,2024
002735,王子新材,2019-12-31,A,890194704.53,2019
002735,王子新材,2020-12-31,A,1191835544.17,2020
002735,王子新材,2021-12-31,A,1060949011.14,2021
002735,王子新材,2022-12-31,A,1009131834.34,2022
002735,王子新材,2023-12-31,A,811573196.13,2023
002735,王子新材,2024-12-31,A,846181040.09,2024
002737,葵花药业,2019-12-31,A,1415149716.2,2019
002737,葵花药业,2020-12-31,A,1272944455.66,2020
002737,葵花药业,2021-12-31,A,1781329204.32,2021
002737,葵花药业,2022-12-31,A,1927155493.01,2022
002737,葵花药业,2023-12-31,A,2455415914.62,2023
002737,葵花药业,2024-12-31,A,1608333305.42,2024
002738,中矿资源,2019-12-31,A,723514375.66,2019
002738,中矿资源,2020-12-31,A,697860131.03,2020
002738,中矿资源,2021-12-31,A,1517965818.1,2021
002738,中矿资源,2022-12-31,A,2678562436.38,2022
002738,中矿资源,2023-12-31,A,3107532123.52,2023
002738,中矿资源,2024-12-31,A,3738298017.99,2024
002740,爱迪尔,2019-12-31,A,2412717357.05,2019
002740,爱迪尔,2020-12-31,A,1726012540.48,2020
002740,爱迪尔,2021-12-31,A,882114888.13,2021
002741,光华科技,2019-12-31,A,1208290719.63,2019
002741,光华科技,2020-12-31,A,1398067096.42,2020
002741,光华科技,2021-12-31,A,1782160337.43,2021
002741,光华科技,2022-12-31,A,2776640804.93,2022
002741,光华科技,2023-12-31,A,1708123679.06,2023
002741,光华科技,2024-12-31,A,1783663198.54,2024
002742,三圣股份,2019-12-31,A,1305676996.99,2019
002742,三圣股份,2020-12-31,A,828882573.72,2020
002742,三圣股份,2021-12-31,A,652714990.62,2021
002743,富煌钢构,2019-12-31,A,1667606266.31,2019
002743,富煌钢构,2020-12-31,A,2279772655.45,2020
002743,富煌钢构,2021-12-31,A,3610384951.04,2021
002743,富煌钢构,2022-12-31,A,4030293255.02,2022
002743,富煌钢构,2023-12-31,A,4424259592.03,2023
002743,富煌钢构,2024-12-31,A,2851679096.59,2024
002745,木林森,2019-12-31,A,14985998312.65,2019
002745,木林森,2020-12-31,A,11830340072.03,2020
002745,木林森,2021-12-31,A,12107945476.28,2021
002745,木林森,2022-12-31,A,12299928686.52,2022
002745,木林森,2023-12-31,A,11659874297.34,2023
002745,木林森,2024-12-31,A,10194106498.55,2024
002746,仙坛股份,2019-12-31,A,2363611872.83,2019
002746,仙坛股份,2020-12-31,A,2647534171.3,2020
002746,仙坛股份,2021-12-31,A,3291681428.57,2021
002746,仙坛股份,2022-12-31,A,4722165449.86,2022
002746,仙坛股份,2023-12-31,A,5119272781.93,2023
002746,仙坛股份,2024-12-31,A,4692217567.63,2024
002747,埃斯顿,2019-12-31,A,653222484.65,2019
002747,埃斯顿,2020-12-31,A,1168371608.77,2020
002747,埃斯顿,2021-12-31,A,1288000692.07,2021
002747,埃斯顿,2022-12-31,A,1890437258.04,2022
002747,埃斯顿,2023-12-31,A,1365727195.34,2023
002747,埃斯顿,2024-12-31,A,2845538087.04,2024
002748,世龙实业,2019-12-31,A,1102341926.22,2019
002748,世龙实业,2020-12-31,A,885826813.99,2020
002748,世龙实业,2021-12-31,A,550923944.59,2021
002748,世龙实业,2022-12-31,A,860805284.77,2022
002748,世龙实业,2023-12-31,A,653121051.61,2023
002749,国光股份,2019-12-31,A,521650011.04,2019
002749,国光股份,2020-12-31,A,611070369.12,2020
002749,国光股份,2021-12-31,A,698346922.57,2021
002749,国光股份,2022-12-31,A,993249992.71,2022
002749,国光股份,2023-12-31,A,892136472.84,2023
002749,国光股份,2024-12-31,A,909395949.88,2024
002750,龙津药业,2019-12-31,A,30297786.22,2019
002750,龙津药业,2020-12-31,A,60049480.73,2020
002750,龙津药业,2021-12-31,A,391885996.96,2021
002750,龙津药业,2022-12-31,A,17703080.75,2022
002750,龙津药业,2023-12-31,A,17888115.38,2023
002751,易尚展示,2019-12-31,A,587475167.67,2019
002751,易尚展示,2020-12-31,A,887818372.73,2020
002751,易尚展示,2021-12-31,A,927563834.8,2021
002752,昇兴股份,2019-12-31,A,1866965990.59,2019
002752,昇兴股份,2020-12-31,A,2376094262.33,2020
002752,昇兴股份,2021-12-31,A,4114981565.77,2021
002752,昇兴股份,2022-12-31,A,5316734205.55,2022
002752,昇兴股份,2023-12-31,A,4728256302.47,2023
002752,昇兴股份,2024-12-31,A,5795797037.92,2024
002753,永东股份,2019-12-31,A,1068468681.1,2019
002753,永东股份,2020-12-31,A,1085605561.3,2020
002753,永东股份,2021-12-31,A,1420148892.96,2021
002753,永东股份,2022-12-31,A,2450779292.58,2022
002753,永东股份,2023-12-31,A,2281235313.82,2023
002753,永东股份,2024-12-31,A,2312432197.2,2024
002755,奥赛康,2019-12-31,A,171645143.02,2019
002755,奥赛康,2020-12-31,A,100369192.41,2020
002755,奥赛康,2021-12-31,A,144296538.35,2021
002755,奥赛康,2022-12-31,A,145120193.5,2022
002755,奥赛康,2023-12-31,A,269442150.03,2023
002755,奥赛康,2024-12-31,A,295024857.89,2024
002756,永兴材料,2019-12-31,A,4162450727.41,2019
002756,永兴材料,2020-12-31,A,4264689110.49,2020
002756,永兴材料,2021-12-31,A,5769143961.73,2021
002756,永兴材料,2022-12-31,A,7271046234.19,2022
002756,永兴材料,2023-12-31,A,7442362495.66,2023
002756,永兴材料,2024-12-31,A,6322100332.43,2024
002757,南兴股份,2019-12-31,A,1041597668.84,2019
002757,南兴股份,2020-12-31,A,1578563601.35,2020
002757,南兴股份,2021-12-31,A,2336395671.62,2021
002757,南兴股份,2022-12-31,A,2419370865.21,2022
002757,南兴股份,2023-12-31,A,2961523270.01,2023
002757,南兴股份,2024-12-31,A,2857364874.8,2024
002759,天际股份,2019-12-31,A,493490668.94,2019
002759,天际股份,2020-12-31,A,351587233.76,2020
002759,天际股份,2021-12-31,A,340870610.82,2021
002759,天际股份,2022-12-31,A,1175303843.18,2022
002759,天际股份,2023-12-31,A,1913319207.88,2023
002759,天际股份,2024-12-31,A,1717047877.0,2024
002760,凤形股份,2019-12-31,A,370144839.41,2019
002760,凤形股份,2020-12-31,A,463562736.05,2020
002760,凤形股份,2021-12-31,A,714781638.17,2021
002760,凤形股份,2022-12-31,A,718755027.79,2022
002760,凤形股份,2023-12-31,A,556041635.48,2023
002760,凤形股份,2024-12-31,A,438567642.08,2024
002762,金发拉比,2019-12-31,A,202976524.3,2019
002762,金发拉比,2020-12-31,A,127477679.48,2020
002762,金发拉比,2021-12-31,A,157194584.57,2021
002762,金发拉比,2022-12-31,A,130296492.89,2022
002762,金发拉比,2023-12-31,A,94670506.71,2023
002762,金发拉比,2024-12-31,A,138445613.45,2024
002763,汇洁股份,2019-12-31,A,852145971.2,2019
002763,汇洁股份,2020-12-31,A,664299258.96,2020
002763,汇洁股份,2021-12-31,A,961292880.66,2021
002763,汇洁股份,2022-12-31,A,787721960.07,2022
002763,汇洁股份,2023-12-31,A,727015549.02,2023
002763,汇洁股份,2024-12-31,A,912830303.89,2024
002765,蓝黛传动,2019-12-31,A,903009635.3,2019
002765,蓝黛科技,2020-12-31,A,1594783933.37,2020
002765,蓝黛科技,2021-12-31,A,2000088439.06,2021
002765,蓝黛科技,2022-12-31,A,1524551875.04,2022
002765,蓝黛科技,2023-12-31,A,1793697750.17,2023
002765,蓝黛科技,2024-12-31,A,2121819020.18,2024
002766,索菱股份,2022-12-31,A,615528134.15,2022
002766,索菱股份,2023-12-31,A,1001458893.48,2023
002766,索菱股份,2024-12-31,A,1312676687.26,2024
002767,先锋电子,2019-12-31,A,178642295.88,2019
002767,先锋电子,2020-12-31,A,206904730.09,2020
002767,先锋电子,2021-12-31,A,311234442.47,2021
002767,先锋电子,2022-12-31,A,345577691.97,2022
002767,先锋电子,2023-12-31,A,340932920.53,2023
002767,先锋电子,2024-12-31,A,291137866.65,2024
002768,国恩股份,2019-12-31,A,3781905294.43,2019
002768,国恩股份,2020-12-31,A,6545071823.63,2020
002768,国恩股份,2021-12-31,A,9087424803.1,2021
002768,国恩股份,2022-12-31,A,13760215127.46,2022
002768,国恩股份,2023-12-31,A,17439978016.87,2023
002768,国恩股份,2024-12-31,A,19383343030.32,2024
002770,科迪乳业,2019-12-31,A,441979910.15,2019
002773,康弘药业,2019-12-31,A,202853016.67,2019
002773,康弘药业,2020-12-31,A,205056813.82,2020
002773,康弘药业,2021-12-31,A,287062138.43,2021
002773,康弘药业,2022-12-31,A,279600254.24,2022
002773,康弘药业,2023-12-31,A,336632204.58,2023
002773,康弘药业,2024-12-31,A,371551364.07,2024
002774,快意电梯,2019-12-31,A,668783825.39,2019
002774,快意电梯,2020-12-31,A,646746507.21,2020
002774,快意电梯,2021-12-31,A,979156925.0,2021
002774,快意电梯,2022-12-31,A,1015908769.69,2022
002774,快意电梯,2023-12-31,A,1069388088.21,2023
002774,快意电梯,2024-12-31,A,1004885717.94,2024
002778,高科石化,2019-12-31,A,616912356.11,2019
002778,高科石化,2020-12-31,A,659118549.31,2020
002778,中晟高科,2021-12-31,A,635283416.33,2021
002778,中晟高科,2022-12-31,A,453752548.83,2022
002778,中晟高科,2023-12-31,A,626474252.02,2023
002778,中晟高科,2024-12-31,A,491709291.29,2024
002779,中坚科技,2019-12-31,A,343156874.2,2019
002779,中坚科技,2020-12-31,A,312676692.67,2020
002779,中坚科技,2021-12-31,A,479744573.56,2021
002779,中坚科技,2022-12-31,A,401316501.99,2022
002779,中坚科技,2023-12-31,A,543252314.24,2023
002779,中坚科技,2024-12-31,A,704957913.61,2024
002782,可立克,2019-12-31,A,703220387.79,2019
002782,可立克,2020-12-31,A,864512261.49,2020
002782,可立克,2021-12-31,A,1356798475.48,2021
002782,可立克,2022-12-31,A,1969652604.68,2022
002782,可立克,2023-12-31,A,2182025943.44,2023
002782,可立克,2024-12-31,A,1893619226.96,2024
002783,凯龙股份,2019-12-31,A,902207232.39,2019
002783,凯龙股份,2020-12-31,A,1132017266.36,2020
002783,凯龙股份,2021-12-31,A,1732915563.2,2021
002783,凯龙股份,2022-12-31,A,1983534020.82,2022
002783,凯龙股份,2023-12-31,A,2017411314.13,2023
002783,凯龙股份,2024-12-31,A,1824017726.29,2024
002785,万里石,2019-12-31,A,894481923.08,2019
002785,万里石,2020-12-31,A,818035057.19,2020
002785,万里石,2021-12-31,A,1065169875.33,2021
002785,万里石,2022-12-31,A,1173041041.98,2022
002785,万里石,2023-12-31,A,1251154030.24,2023
002785,万里石,2024-12-31,A,1169091249.3,2024
002786,银宝山新,2019-12-31,A,2011102429.72,2019
002786,银宝山新,2020-12-31,A,2153558540.59,2020
002786,银宝山新,2021-12-31,A,1862635401.14,2021
002786,银宝山新,2022-12-31,A,1417941533.22,2022
002786,银宝山新,2023-12-31,A,1087498710.16,2023
002786,银宝山新,2024-12-31,A,1133544430.44,2024
002787,华源控股,2019-12-31,A,1088004944.23,2019
002787,华源控股,2020-12-31,A,1366397480.18,2020
002787,华源控股,2021-12-31,A,1276240147.59,2021
002787,华源控股,2022-12-31,A,1460664956.54,2022
002787,华源控股,2023-12-31,A,1641090026.97,2023
002787,华源控股,2024-12-31,A,1469869704.14,2024
002790,瑞尔特,2019-12-31,A,485733640.86,2019
002790,瑞尔特,2020-12-31,A,584018488.31,2020
002790,瑞尔特,2021-12-31,A,1020792182.78,2021
002790,瑞尔特,2022-12-31,A,979069787.2,2022
002790,瑞尔特,2023-12-31,A,1322345231.07,2023
002790,瑞尔特,2024-12-31,A,1129877711.66,2024
002791,坚朗五金,2019-12-31,A,2633756411.01,2019
002791,坚朗五金,2020-12-31,A,2934046470.69,2020
002791,坚朗五金,2021-12-31,A,4066307714.46,2021
002791,坚朗五金,2022-12-31,A,3936551100.01,2022
002791,坚朗五金,2023-12-31,A,5202036787.66,2023
002791,坚朗五金,2024-12-31,A,4053210411.58,2024
002792,通宇通讯,2019-12-31,A,927261589.78,2019
002792,通宇通讯,2020-12-31,A,1165358408.09,2020
002792,通宇通讯,2021-12-31,A,1228752194.98,2021
002792,通宇通讯,2022-12-31,A,1360173564.97,2022
002792,通宇通讯,2023-12-31,A,899329134.05,2023
002792,通宇通讯,2024-12-31,A,925604680.48,2024
002793,东音股份,2019-12-31,A,1628186078.54,2019
002793,罗欣药业,2020-12-31,A,2685347795.8,2020
002793,罗欣药业,2021-12-31,A,2699612470.43,2021
002793,罗欣药业,2022-12-31,A,1777844240.16,2022
002793,罗欣药业,2023-12-31,A,839007094.27,2023
002793,罗欣药业,2024-12-31,A,809620562.4,2024
002795,永和智控,2019-12-31,A,379385456.72,2019
002795,永和智控,2020-12-31,A,387282938.17,2020
002795,永和智控,2021-12-31,A,725090047.43,2021
002795,永和智控,2022-12-31,A,722347462.69,2022
002795,永和智控,2023-12-31,A,556979879.63,2023
002795,永和智控,2024-12-31,A,540508249.37,2024
002796,世嘉科技,2019-12-31,A,962874089.03,2019
002796,世嘉科技,2020-12-31,A,1202873892.36,2020
002796,世嘉科技,2021-12-31,A,1167201808.75,2021
002796,世嘉科技,2022-12-31,A,874911114.01,2022
002796,世嘉科技,2023-12-31,A,635238888.87,2023
002796,世嘉科技,2024-12-31,A,572626717.42,2024
002798,帝欧家居,2019-12-31,A,3376262472.45,2019
002798,帝欧家居,2020-12-31,A,3495291041.13,2020
002798,帝欧家居,2021-12-31,A,4903195500.3,2021
002798,帝欧家居,2022-12-31,A,3932578249.51,2022
002798,帝欧家居,2023-12-31,A,3002925722.55,2023
002798,帝欧家居,2024-12-31,A,2110953360.98,2024
002799,环球印务,2019-12-31,A,981538035.55,2019
002799,环球印务,2020-12-31,A,1865215610.91,2020
002799,环球印务,2021-12-31,A,3081884067.94,2021
002799,环球印务,2022-12-31,A,2733806283.25,2022
002799,环球印务,2023-12-31,A,2322836153.1,2023
002799,环球印务,2024-12-31,A,1289377544.03,2024
002801,微光股份,2019-12-31,A,358466781.68,2019
002801,微光股份,2020-12-31,A,404883912.95,2020
002801,微光股份,2021-12-31,A,526280661.17,2021
002801,微光股份,2022-12-31,A,543201022.47,2022
002801,微光股份,2023-12-31,A,499840854.66,2023
002801,微光股份,2024-12-31,A,578393088.68,2024
002802,洪汇新材,2019-12-31,A,203259341.37,2019
002802,洪汇新材,2020-12-31,A,202276970.92,2020
002802,洪汇新材,2021-12-31,A,349635710.07,2021
002802,洪汇新材,2022-12-31,A,207597716.39,2022
002802,洪汇新材,2023-12-31,A,141377800.11,2023
002802,洪汇新材,2024-12-31,A,176126579.06,2024
002805,丰元股份,2019-12-31,A,381732480.4,2019
002805,丰元股份,2020-12-31,A,199030073.3,2020
002805,丰元股份,2021-12-31,A,270883524.65,2021
002805,丰元股份,2022-12-31,A,1941258986.4,2022
002805,丰元股份,2023-12-31,A,2031552425.78,2023
002805,丰元股份,2024-12-31,A,1278903365.32,2024
002806,华锋股份,2019-12-31,A,209534634.9,2019
002806,华锋股份,2020-12-31,A,106713602.27,2020
002806,华锋股份,2021-12-31,A,82742715.62,2021
002806,华锋股份,2022-12-31,A,197029806.64,2022
002806,华锋股份,2023-12-31,A,176696916.87,2023
002806,华锋股份,2024-12-31,A,190672675.37,2024
002808,恒久科技,2019-12-31,A,224810795.22,2019
002808,恒久科技,2020-12-31,A,287289749.93,2020
002808,恒久科技,2021-12-31,A,223721151.99,2021
002808,恒久科技,2022-12-31,A,225064405.41,2022
002809,红墙股份,2019-12-31,A,665776369.39,2019
002809,红墙股份,2020-12-31,A,711313122.65,2020
002809,红墙股份,2021-12-31,A,970503171.19,2021
002809,红墙股份,2022-12-31,A,883959071.08,2022
002809,红墙股份,2023-12-31,A,567845734.3,2023
002809,红墙股份,2024-12-31,A,426322494.29,2024
002810,山东赫达,2019-12-31,A,482690909.99,2019
002810,山东赫达,2020-12-31,A,480301127.69,2020
002810,山东赫达,2021-12-31,A,582990882.9,2021
002810,山东赫达,2022-12-31,A,985596675.2,2022
002810,山东赫达,2023-12-31,A,927591013.44,2023
002810,山东赫达,2024-12-31,A,974934888.31,2024
002812,恩捷股份,2019-12-31,A,1579794759.7,2019
002812,恩捷股份,2020-12-31,A,1980955396.48,2020
002812,恩捷股份,2021-12-31,A,3844341884.47,2021
002812,恩捷股份,2022-12-31,A,6268851123.9,2022
002812,恩捷股份,2023-12-31,A,6189875575.33,2023
002812,恩捷股份,2024-12-31,A,5239581120.39,2024
002813,路畅科技,2019-12-31,A,799143378.6,2019
002813,路畅科技,2020-12-31,A,312999957.57,2020
002813,路畅科技,2021-12-31,A,139831167.4,2021
002813,路畅科技,2022-12-31,A,175780875.25,2022
002813,路畅科技,2023-12-31,A,123438761.73,2023
002813,路畅科技,2024-12-31,A,156441589.37,2024
002815,崇达技术,2019-12-31,A,1717480818.5,2019
002815,崇达技术,2020-12-31,A,2134983579.5,2020
002815,崇达技术,2021-12-31,A,2760706064.51,2021
002815,崇达技术,2022-12-31,A,3234908974.7,2022
002815,崇达技术,2023-12-31,A,3145698287.95,2023
002815,崇达技术,2024-12-31,A,3614425007.65,2024
002816,和科达,2019-12-31,A,81080041.77,2019
002816,和科达,2020-12-31,A,110215254.37,2020
002816,和科达,2021-12-31,A,195375042.16,2021
002816,和科达,2022-12-31,A,63038881.03,2022
002816,和科达,2024-12-31,A,51172285.72,2024
002817,黄山胶囊,2019-12-31,A,58096149.84,2019
002817,黄山胶囊,2020-12-31,A,77994355.43,2020
002817,黄山胶囊,2021-12-31,A,157073128.97,2021
002817,黄山胶囊,2022-12-31,A,188836987.73,2022
002817,黄山胶囊,2023-12-31,A,227854441.83,2023
002817,黄山胶囊,2024-12-31,A,234568617.9,2024
002820,桂发祥,2019-12-31,A,242339045.36,2019
002820,桂发祥,2020-12-31,A,167778310.98,2020
002820,桂发祥,2021-12-31,A,197708044.8,2021
002820,桂发祥,2022-12-31,A,127516392.06,2022
002820,桂发祥,2023-12-31,A,226429554.07,2023
002820,桂发祥,2024-12-31,A,226196492.98,2024
002821,凯莱英,2019-12-31,A,1107105216.58,2019
002821,凯莱英,2020-12-31,A,1381388911.0,2020
002821,凯莱英,2021-12-31,A,2507454909.17,2021
002821,凯莱英,2022-12-31,A,4386329866.03,2022
002821,凯莱英,2023-12-31,A,2086166279.99,2023
002821,凯莱英,2024-12-31,A,2263334815.27,2024
002823,凯中精密,2019-12-31,A,1112208467.24,2019
002823,凯中精密,2020-12-31,A,1120131636.84,2020
002823,凯中精密,2021-12-31,A,1595539845.37,2021
002823,凯中精密,2022-12-31,A,1814304215.6,2022
002823,凯中精密,2023-12-31,A,1912646450.72,2023
002823,凯中精密,2024-12-31,A,1789247259.45,2024
002824,和胜股份,2019-12-31,A,951167865.37,2019
002824,和胜股份,2020-12-31,A,1076630436.94,2020
002824,和胜股份,2021-12-31,A,1632510521.59,2021
002824,和胜股份,2022-12-31,A,2102019892.15,2022
002824,和胜股份,2023-12-31,A,2133245254.91,2023
002824,和胜股份,2024-12-31,A,1925501521.67,2024
002825,纳尔股份,2019-12-31,A,836337366.18,2019
002825,纳尔股份,2020-12-31,A,1017122908.86,2020
002825,纳尔股份,2021-12-31,A,1110132761.97,2021
002825,纳尔股份,2022-12-31,A,1575227411.82,2022
