分析时间,总样本数,数字化指数均值,数字化指数标准差,GTFP均值,中位数门槛值,低组样本数,高组样本数,低组GTFP均值,高组GTFP均值,GTFP差异,GTFP差异显著性,低组绿色创新系数,高组绿色创新系数,系数差异,系数差异显著性,最优门槛值,是否存在门槛效应
2026-01-06 04:13:26,300,49.34,15.94,0.8963,49.52,150,150,0.7795,1.0130,0.2335,显著,0.018399,0.071544,0.053146,显著,55.30,是
